Long/Short,Short/Long,Flat
0.6258054971694946,0.5369675159454346,0.6051419377326965
0.8015184998512268,0.6676912307739258,0.7285863161087036
0.9002333283424377,0.7553094625473022,0.8207404613494873
0.9477299451828003,0.8011891841888428,0.8794177770614624
0.9748324155807495,0.8307210206985474,0.9181030988693237
0.9970003366470337,0.852866530418396,0.9443056583404541
1.014614462852478,0.8729010820388794,0.9636999368667603
1.029613971710205,0.8903156518936157,0.9804607629776001
1.0425941944122314,0.9049750566482544,0.995495080947876
1.053452491760254,0.918688178062439,1.0083256959915161
1.0632033348083496,0.9313534498214722,1.0205739736557007
1.0711710453033447,0.9432123899459839,1.0317509174346924
1.0772509574890137,0.9531272649765015,1.0397965908050537
1.080853819847107,0.9610414505004883,1.0454143285751343
1.0821783542633057,0.967147707939148,1.0486057996749878
1.083436369895935,0.9732083082199097,1.0517127513885498
1.0846946239471436,0.9792690277099609,1.0548194646835327
1.0859529972076416,0.9853296279907227,1.0579267740249634
1.0872111320495605,0.9913904666900635,1.0610331296920776
1.088469386100769,0.9974507093429565,1.0641402006149292
1.0897278785705566,1.0035114288330078,1.0672471523284912
1.090985894203186,1.0095723867416382,1.0703537464141846
1.0922439098358154,1.0156327486038208,1.0734604597091675
1.0935025215148926,1.0216933488845825,1.076567530632019
1.094760775566101,1.0277544260025024,1.079674243927002
1.0960185527801514,1.0338151454925537,1.082781195640564
1.0972769260406494,1.0398756265640259,1.085888147354126
1.0985352993011475,1.045935869216919,1.088995099067688
1.0997936725616455,1.0519964694976807,1.0921015739440918
1.101051926612854,1.0580573081970215,1.0952084064483643
1.1023099422454834,1.0641180276870728,1.098314881324768
1.103568196296692,1.070178747177124,1.1014220714569092
1.1048266887664795,1.0762391090393066,1.1045291423797607
1.1060848236083984,1.0822997093200684,1.1076356172561646
1.1073429584503174,1.0883601903915405,1.1107423305511475
1.1086013317108154,1.0944209098815918,1.1138492822647095
1.1098597049713135,1.1004811525344849,1.1169558763504028
1.1111176013946533,1.1065417528152466,1.120063066482544
1.1123757362365723,1.1126031875610352,1.1231697797775269
1.1136341094970703,1.1186633110046387,1.1262764930725098
1.1148927211761475,1.1247245073318481,1.1293838024139404
1.1161506175994873,1.1307848691940308,1.1324900388717651
1.1174089908599854,1.136845350265503,1.1355973482131958
1.1186678409576416,1.1429060697555542,1.1387041807174683
1.1199252605438232,1.1489667892456055,1.1418107748031616
1.1211841106414795,1.155027985572815,1.1449177265167236
1.1224422454833984,1.1610881090164185,1.1480246782302856
1.1237003803253174,1.1671487092971802,1.1511309146881104
1.1249585151672363,1.1732089519500732,1.154238224029541
1.1262164115905762,1.1792701482772827,1.1573445796966553
1.1274745464324951,1.1853300333023071,1.1604515314102173
1.1287331581115723,1.1913917064666748,1.163559079170227
1.129990816116333,1.1974512338638306,1.16666579246521
1.1312496662139893,1.2035120725631714,1.1697726249694824
1.1325080394744873,1.2095727920532227,1.1728790998458862
1.1337659358978271,1.215633511543274,1.175986409187317
1.1350243091583252,1.2216943502426147,1.1790927648544312
1.1362824440002441,1.2277553081512451,1.182200312614441
1.1375401020050049,1.2338160276412964,1.1853063106536865
1.1387991905212402,1.2398761510849,1.188413381576538
1.1400573253631592,1.2459365129470825,1.1915203332901
1.1413156986236572,1.2519975900650024,1.194627046585083
1.142573595046997,1.2580581903457642,1.197733759880066
