time,bid1,bid_size1,ask1,ask_size1,bid2,bid_size2,ask2,ask_size2,bid3,bid_size3,ask3,ask_size3,bid4,bid_size4,ask4,ask_size4,bid5,bid_size5,ask5,ask_size5,bid6,bid_size6,ask6,ask_size6,bid7,bid_size7,ask7,ask_size7
2021-09-29 09:30:05.084378-04:00,34.84,108.0,34.92,59.0,18.26,488.0,18.27,400.0,16.63,1482.0,16.64,31.0,52.14,59.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:05.084378-04:00,34.84,108.0,34.92,59.0,18.26,734.0,18.27,400.0,16.63,1482.0,16.64,31.0,52.14,59.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:09.314070-04:00,34.84,108.0,34.92,59.0,18.26,734.0,18.27,400.0,16.63,1505.0,16.64,269.0,52.14,59.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:09.314070-04:00,34.84,108.0,34.92,59.0,18.26,1217.0,18.27,400.0,16.63,1505.0,16.64,269.0,52.14,59.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:09.314070-04:00,34.84,108.0,34.92,59.0,18.26,369.0,18.27,400.0,16.63,1505.0,16.64,269.0,52.14,59.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:25.303321-04:00,34.84,108.0,34.92,59.0,18.26,369.0,18.27,400.0,16.63,1482.0,16.64,150.0,52.14,59.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:49.400893-04:00,34.85,108.0,34.92,59.0,18.26,369.0,18.27,400.0,16.64,654.0,16.65,1547.0,52.14,59.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:49.400893-04:00,34.85,108.0,34.92,59.0,18.26,1227.0,18.28,608.0,16.64,654.0,16.65,1547.0,52.14,5.0,52.19,90.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:49.400893-04:00,34.85,108.0,34.92,59.0,18.26,1227.0,18.28,608.0,16.64,654.0,16.65,1547.0,52.14,5.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:54.298797-04:00,34.85,18.0,34.92,59.0,18.26,1227.0,18.28,608.0,16.64,654.0,16.65,1547.0,52.14,5.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:54.298797-04:00,34.85,18.0,34.92,59.0,18.26,1227.0,18.28,608.0,16.64,150.0,16.65,1666.0,52.14,5.0,52.2,72.0,16.28,60.0,16.3,288.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:54.298797-04:00,34.85,18.0,34.92,59.0,18.26,1227.0,18.28,608.0,16.64,150.0,16.65,1666.0,52.14,5.0,52.2,72.0,16.28,60.0,16.3,284.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:30:54.298797-04:00,34.85,18.0,34.92,59.0,18.26,955.0,18.27,68.0,16.64,150.0,16.65,1666.0,52.14,5.0,52.2,72.0,16.28,60.0,16.3,284.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:05.313351-04:00,34.85,108.0,34.92,23.0,18.26,955.0,18.27,68.0,16.64,150.0,16.65,1666.0,52.14,5.0,52.2,72.0,16.28,60.0,16.3,284.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:05.313351-04:00,34.85,108.0,34.92,23.0,18.26,955.0,18.27,68.0,16.64,150.0,16.65,1666.0,52.13,18.0,52.19,90.0,16.28,60.0,16.3,284.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:05.313351-04:00,34.85,108.0,34.92,23.0,18.26,955.0,18.27,68.0,16.64,916.0,16.65,1666.0,52.13,18.0,52.19,90.0,16.28,60.0,16.3,284.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:05.313351-04:00,34.85,108.0,34.92,23.0,18.26,1099.0,18.28,553.0,16.64,916.0,16.65,1666.0,52.13,18.0,52.19,90.0,16.28,60.0,16.3,284.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:05.313351-04:00,34.85,108.0,34.92,23.0,18.26,1099.0,18.28,553.0,16.64,916.0,16.65,1666.0,52.13,18.0,52.19,90.0,16.28,60.0,16.3,328.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:12.364499-04:00,34.85,108.0,34.92,59.0,18.26,1099.0,18.28,553.0,16.64,916.0,16.65,1666.0,52.13,18.0,52.19,90.0,16.28,60.0,16.3,328.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:12.364499-04:00,34.85,108.0,34.92,59.0,18.26,1099.0,18.28,553.0,16.64,282.0,16.65,1666.0,52.13,18.0,52.19,90.0,16.28,60.0,16.3,328.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:12.364499-04:00,34.85,108.0,34.92,59.0,18.26,1048.0,18.27,122.0,16.64,282.0,16.65,1666.0,52.13,18.0,52.19,90.0,16.28,60.0,16.3,328.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:12.364499-04:00,34.85,108.0,34.92,59.0,18.26,1048.0,18.27,122.0,16.64,282.0,16.65,1666.0,52.13,95.0,52.19,18.0,16.28,60.0,16.3,328.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:12.364499-04:00,34.85,108.0,34.92,59.0,18.26,1048.0,18.27,122.0,16.64,282.0,16.65,1666.0,52.13,95.0,52.19,18.0,16.28,60.0,16.3,365.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:22.338832-04:00,34.84,108.0,34.91,10.0,18.26,1048.0,18.27,122.0,16.64,282.0,16.65,1666.0,52.13,95.0,52.19,18.0,16.28,60.0,16.3,365.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:22.338832-04:00,34.84,108.0,34.91,10.0,18.26,1048.0,18.27,122.0,16.63,1523.0,16.64,517.0,52.13,95.0,52.19,18.0,16.28,60.0,16.3,365.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:22.338832-04:00,34.84,108.0,34.91,10.0,18.26,1048.0,18.27,122.0,16.63,1523.0,16.64,517.0,52.15,5.0,52.2,18.0,16.28,60.0,16.3,365.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:22.338832-04:00,34.84,108.0,34.91,10.0,18.26,379.0,18.27,252.0,16.63,1523.0,16.64,517.0,52.15,5.0,52.2,18.0,16.28,60.0,16.3,365.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:22.338832-04:00,34.84,108.0,34.91,10.0,18.26,379.0,18.27,252.0,16.63,1523.0,16.64,517.0,52.15,5.0,52.2,18.0,16.28,60.0,16.3,332.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:22.338832-04:00,34.84,108.0,34.91,10.0,18.26,379.0,18.27,252.0,16.63,1523.0,16.64,517.0,52.13,90.0,52.2,90.0,16.28,60.0,16.3,332.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
2021-09-29 09:31:22.338832-04:00,34.84,108.0,34.91,10.0,18.26,379.0,18.27,252.0,16.64,511.0,16.65,1575.0,52.13,90.0,52.2,90.0,16.28,60.0,16.3,332.0,24.46,47.0,24.48,12.0,67.92,4.0,68.35,60.0
