time,bid1,bid_size1,ask1,ask_size1,bid2,bid_size2,ask2,ask_size2
2021-09-28 09:30:08.228362-04:00,18.29,807,18.31,593,52.06,18,52.14,90
2021-09-28 09:30:08.228362-04:00,18.29,807,18.31,593,52.06,18,52.14,90
2021-09-28 09:30:08.228362-04:00,18.29,807,18.31,593,52.06,18,52.14,90
2021-09-28 09:30:12.847010-04:00,18.29,807,18.31,593,52.06,1,52.13,90
2021-09-28 09:30:12.847010-04:00,18.3,814,18.31,28,52.06,1,52.13,90
2021-09-28 09:30:15.852976-04:00,18.3,814,18.31,28,52.06,1,52.13,90
2021-09-28 09:30:22.866223-04:00,18.3,814,18.31,28,52.06,1,52.13,90
2021-09-28 09:30:22.866223-04:00,18.3,698,18.31,314,52.06,1,52.13,90
2021-09-28 09:30:22.866223-04:00,18.3,698,18.31,314,52.06,1,52.13,90
2021-09-28 09:30:22.866223-04:00,18.3,698,18.31,314,52.04,90,52.13,90
2021-09-28 09:30:34.664680-04:00,18.3,698,18.31,314,52.04,90,52.13,90
2021-09-28 09:30:34.664680-04:00,18.3,504,18.31,220,52.04,90,52.13,90
2021-09-28 09:30:34.664680-04:00,18.3,504,18.31,220,52.04,90,52.13,90
2021-09-28 09:30:34.664680-04:00,18.3,504,18.31,220,52.05,1,52.12,36
2021-09-28 09:30:48.046901-04:00,18.3,504,18.31,220,52.05,1,52.12,36
2021-09-28 09:30:48.046901-04:00,18.3,967,18.32,473,52.05,1,52.12,36
2021-09-28 09:30:48.046901-04:00,18.3,967,18.32,473,52.05,1,52.12,36
2021-09-28 09:30:48.046901-04:00,18.3,967,18.32,473,52.05,1,52.12,36
2021-09-28 09:30:48.046901-04:00,18.3,967,18.32,473,52.05,1,52.12,36
2021-09-28 09:30:48.046901-04:00,18.31,1012,18.33,762,52.05,1,52.12,36
2021-09-28 09:30:48.046901-04:00,18.31,1012,18.33,762,52.01,37,52.1,72
2021-09-28 09:30:51.930519-04:00,18.31,1012,18.33,762,52.01,37,52.1,72
2021-09-28 09:30:51.930519-04:00,18.31,1012,18.33,762,52.01,37,52.1,72
2021-09-28 09:30:51.930519-04:00,18.31,1012,18.33,762,52.01,37,52.1,72
2021-09-28 09:30:51.930519-04:00,18.31,1012,18.33,762,52,56,52.08,72
2021-09-28 09:30:51.930519-04:00,18.31,804,18.33,717,52,56,52.08,72
2021-09-28 09:31:06.963324-04:00,18.31,804,18.33,717,52,56,52.08,72
2021-09-28 09:31:06.963324-04:00,18.31,804,18.33,717,52,56,52.08,72
2021-09-28 09:31:06.963324-04:00,18.31,804,18.33,717,52,38,52.08,36
2021-09-28 09:31:15.983209-04:00,18.31,804,18.33,717,52,38,52.08,36
2021-09-28 09:31:15.983209-04:00,18.32,132,18.33,731,52,38,52.08,36
2021-09-28 09:31:15.983209-04:00,18.32,132,18.33,731,52,38,52.08,36
2021-09-28 09:31:15.983209-04:00,18.32,132,18.33,731,52,38,52.08,36
2021-09-28 09:31:15.983209-04:00,18.32,132,18.33,731,52,38,52.08,36
2021-09-28 09:31:15.983209-04:00,18.31,795,18.32,608,52,38,52.08,36
2021-09-28 09:31:15.983209-04:00,18.31,795,18.32,608,52.02,92,52.1,90
2021-09-28 09:31:28.288311-04:00,18.31,795,18.32,608,52.02,92,52.1,90
2021-09-28 09:31:28.288311-04:00,18.31,795,18.32,608,52.04,1,52.12,90
2021-09-28 09:31:28.288311-04:00,18.31,795,18.32,608,52.04,1,52.12,90
2021-09-28 09:31:28.288311-04:00,18.31,795,18.32,608,52.04,1,52.12,90
2021-09-28 09:31:28.288311-04:00,18.3,691,18.31,4,52.04,1,52.12,90
2021-09-28 09:31:36.954142-04:00,18.3,691,18.31,4,52.04,1,52.12,90
2021-09-28 09:31:36.954142-04:00,18.3,691,18.31,4,52.04,1,52.12,90
2021-09-28 09:31:41.960755-04:00,18.3,691,18.31,4,52.04,1,52.12,90
2021-09-28 09:31:41.960755-04:00,18.3,691,18.31,4,52.04,1,52.12,90
2021-09-28 09:31:41.960755-04:00,18.3,691,18.31,4,52.04,1,52.12,90
2021-09-28 09:31:41.960755-04:00,18.31,725,18.32,626,52.04,1,52.12,90
2021-09-28 09:31:41.960755-04:00,18.31,725,18.32,626,52.02,18,52.1,90
2021-09-28 09:31:41.960755-04:00,18.31,725,18.32,626,52.02,18,52.1,90
2021-09-28 09:31:55.136530-04:00,18.31,725,18.32,626,52.02,18,52.1,90
2021-09-28 09:31:55.136530-04:00,18.31,725,18.32,626,52.03,2,52.11,72
2021-09-28 09:31:55.136530-04:00,18.31,725,18.32,626,52.03,2,52.11,72
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52.03,2,52.11,72
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52.03,38,52.11,72
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52.03,38,52.11,72
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52.03,38,52.11,72
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52.03,38,52.11,72
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52.03,38,52.11,72
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52.03,38,52.11,72
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52,90,52.09,90
2021-09-28 09:31:55.136530-04:00,18.3,1046,18.32,823,52,90,52.09,90
2021-09-28 09:31:55.136530-04:00,18.31,1037,18.33,702,52,90,52.09,90
2021-09-28 09:32:16.029669-04:00,18.31,1037,18.33,702,52,90,52.09,90
2021-09-28 09:32:16.029669-04:00,18.31,1037,18.33,702,52,90,52.09,90
2021-09-28 09:32:16.029669-04:00,18.31,1037,18.33,702,52,90,52.09,90
2021-09-28 09:32:16.029669-04:00,18.31,1037,18.33,702,52,72,52.08,90
2021-09-28 09:32:16.029669-04:00,18.31,1048,18.33,702,52,72,52.08,90
2021-09-28 09:32:22.115401-04:00,18.31,1048,18.33,702,52,72,52.08,90
2021-09-28 09:32:22.115401-04:00,18.31,1048,18.33,702,52,1,52.08,90
2021-09-28 09:32:22.115401-04:00,18.31,1048,18.33,702,52,1,52.08,90
2021-09-28 09:32:22.115401-04:00,18.32,80,18.33,627,52,1,52.08,90
2021-09-28 09:32:22.115401-04:00,18.32,80,18.33,627,52.03,91,52.12,90
2021-09-28 09:32:22.115401-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:22.115401-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:22.115401-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:22.115401-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:22.115401-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:48.928712-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:48.928712-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:48.928712-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:48.928712-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:54.859852-04:00,18.3,1038,18.32,912,52.03,91,52.12,90
2021-09-28 09:32:54.859852-04:00,18.3,1038,18.32,912,52.03,2,52.11,90
2021-09-28 09:32:54.859852-04:00,18.3,987,18.32,825,52.03,2,52.11,90
2021-09-28 09:32:54.859852-04:00,18.3,987,18.32,825,52.03,2,52.11,90
2021-09-28 09:32:54.859852-04:00,18.3,987,18.32,825,52.03,1,52.1,72
2021-09-28 09:32:58.869133-04:00,18.3,987,18.32,825,52.03,1,52.1,72
2021-09-28 09:32:58.869133-04:00,18.3,987,18.32,825,52.03,1,52.1,72
2021-09-28 09:32:58.869133-04:00,18.31,455,18.32,634,52.03,1,52.1,72
2021-09-28 09:32:58.869133-04:00,18.31,455,18.32,634,52.03,1,52.1,72
2021-09-28 09:32:58.869133-04:00,18.31,455,18.32,634,52.03,1,52.1,72
2021-09-28 09:32:58.869133-04:00,18.31,455,18.32,634,52.03,1,52.1,72
2021-09-28 09:32:58.869133-04:00,18.31,455,18.32,634,52.03,2,52.11,90
2021-09-28 09:32:58.869133-04:00,18.3,977,18.32,558,52.03,2,52.11,90
2021-09-28 09:32:58.869133-04:00,18.3,977,18.32,558,52.03,2,52.11,90
2021-09-28 09:33:15.634310-04:00,18.3,977,18.32,558,52.03,2,52.11,90
2021-09-28 09:33:15.634310-04:00,18.3,977,18.32,558,52.03,2,52.11,90
2021-09-28 09:33:15.634310-04:00,18.3,977,18.32,558,52.03,1,52.1,90
2021-09-28 09:33:15.634310-04:00,18.31,546,18.32,830,52.03,1,52.1,90
2021-09-28 09:33:28.983620-04:00,18.31,546,18.32,830,52.03,1,52.1,90
2021-09-28 09:33:28.983620-04:00,18.31,546,18.32,830,52.03,1,52.1,90
2021-09-28 09:33:28.983620-04:00,18.31,546,18.32,830,52,54,52.09,18
2021-09-28 09:33:28.983620-04:00,18.31,546,18.32,830,52,54,52.09,18
2021-09-28 09:33:28.983620-04:00,18.31,590,18.33,815,52,54,52.09,18
2021-09-28 09:33:28.983620-04:00,18.31,590,18.33,815,52,54,52.09,18
2021-09-28 09:33:32.941038-04:00,18.31,590,18.33,815,52,54,52.09,18
2021-09-28 09:33:32.941038-04:00,18.31,590,18.33,815,52,54,52.09,18
2021-09-28 09:33:32.941038-04:00,18.31,590,18.33,815,52,54,52.09,18
2021-09-28 09:33:32.941038-04:00,18.31,590,18.33,815,52,54,52.09,18
2021-09-28 09:33:32.941038-04:00,18.31,590,18.33,815,52,54,52.09,18
2021-09-28 09:33:45.967211-04:00,18.31,590,18.33,815,52,54,52.09,18
2021-09-28 09:33:45.967211-04:00,18.31,590,18.33,815,51.99,19,52.07,72
2021-09-28 09:33:45.967211-04:00,18.32,492,18.33,606,51.99,19,52.07,72
2021-09-28 09:33:45.967211-04:00,18.32,492,18.33,606,51.99,19,52.07,72
2021-09-28 09:33:45.967211-04:00,18.32,454,18.33,638,51.99,38,52.07,72
2021-09-28 09:33:55.837824-04:00,18.32,454,18.33,638,51.99,38,52.07,72
2021-09-28 09:33:55.837824-04:00,18.32,508,18.33,635,51.99,38,52.07,72
2021-09-28 09:33:55.837824-04:00,18.32,508,18.33,635,51.99,38,52.07,72
2021-09-28 09:33:55.837824-04:00,18.32,508,18.33,635,51.99,38,52.07,72
2021-09-28 09:34:14.029186-04:00,18.32,508,18.33,635,51.99,38,52.07,72
2021-09-28 09:34:14.029186-04:00,18.32,508,18.33,635,51.99,38,52.07,72
2021-09-28 09:34:14.029186-04:00,18.31,546,18.32,454,51.99,38,52.07,72
2021-09-28 09:34:14.029186-04:00,18.31,546,18.32,454,52.01,73,52.09,54
2021-09-28 09:34:14.029186-04:00,18.31,546,18.32,454,52.01,73,52.09,54
2021-09-28 09:34:14.029186-04:00,18.31,546,18.32,454,52.01,73,52.09,54
2021-09-28 09:34:14.029186-04:00,18.31,546,18.32,454,52.02,2,52.1,90
2021-09-28 09:34:14.029186-04:00,18.31,546,18.32,454,52.02,2,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,546,18.32,454,52.02,2,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,546,18.32,454,52.02,2,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,182,18.32,643,52.02,2,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,182,18.32,643,52.02,2,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,182,18.32,643,52.02,38,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,182,18.32,643,52.02,38,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,455,18.32,734,52.02,38,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,455,18.32,734,52.02,38,52.1,90
2021-09-28 09:34:26.055034-04:00,18.31,455,18.32,734,52.02,1,52.09,18
2021-09-28 09:34:40.084524-04:00,18.31,455,18.32,734,52.02,1,52.09,18
2021-09-28 09:34:40.084524-04:00,18.31,455,18.32,370,52.02,1,52.09,18
2021-09-28 09:34:40.084524-04:00,18.31,455,18.32,370,52.02,1,52.1,90
2021-09-28 09:34:52.861362-04:00,18.31,455,18.32,370,52.02,1,52.1,90
2021-09-28 09:34:52.861362-04:00,18.31,455,18.32,275,52.02,1,52.1,90
2021-09-28 09:34:52.861362-04:00,18.31,455,18.32,275,52.02,1,52.1,90
2021-09-28 09:34:52.861362-04:00,18.31,455,18.32,275,52,72,52.09,72
2021-09-28 09:34:52.861362-04:00,18.31,455,18.32,275,52,72,52.09,72
2021-09-28 09:34:52.861362-04:00,18.31,455,18.32,275,52,72,52.09,72
2021-09-28 09:35:03.884894-04:00,18.31,455,18.32,275,52,72,52.09,72
2021-09-28 09:35:03.884894-04:00,18.31,455,18.32,275,52,72,52.09,72
2021-09-28 09:35:03.884894-04:00,18.31,1021,18.32,16,52,72,52.09,72
2021-09-28 09:35:03.884894-04:00,18.31,1021,18.32,16,52,72,52.09,72
2021-09-28 09:35:03.884894-04:00,18.31,1021,18.32,16,52.01,92,52.09,72
2021-09-28 09:35:03.884894-04:00,18.31,455,18.32,561,52.01,92,52.09,72
2021-09-28 09:35:03.884894-04:00,18.31,455,18.32,561,52.01,92,52.09,72
2021-09-28 09:35:03.884894-04:00,18.31,455,18.32,561,52.01,38,52.09,18
2021-09-28 09:35:03.884894-04:00,18.31,455,18.32,561,52.01,38,52.09,18
2021-09-28 09:35:25.080225-04:00,18.31,455,18.32,561,52.01,38,52.09,18
2021-09-28 09:35:25.080225-04:00,18.31,455,18.32,180,52.01,38,52.09,18
2021-09-28 09:35:25.080225-04:00,18.31,455,18.32,180,52.01,38,52.1,90
2021-09-28 09:35:29.656987-04:00,18.31,455,18.32,180,52.01,38,52.1,90
2021-09-28 09:35:29.656987-04:00,18.31,455,18.32,180,52.01,38,52.1,90
2021-09-28 09:35:29.656987-04:00,18.31,747,18.32,180,52.01,38,52.1,90
2021-09-28 09:35:29.656987-04:00,18.31,747,18.32,180,52.01,38,52.1,90
2021-09-28 09:35:29.656987-04:00,18.31,747,18.32,180,52.01,74,52.08,18
2021-09-28 09:35:29.656987-04:00,18.31,747,18.32,180,52.01,74,52.08,18
2021-09-28 09:35:29.656987-04:00,18.31,982,18.32,137,52.01,74,52.08,18
2021-09-28 09:35:29.656987-04:00,18.31,982,18.32,137,52.01,74,52.08,18
2021-09-28 09:35:47.014581-04:00,18.31,982,18.32,137,52.01,74,52.08,18
2021-09-28 09:35:47.014581-04:00,18.31,982,18.32,137,52.01,74,52.08,18
2021-09-28 09:35:47.014581-04:00,18.31,982,18.32,137,52.01,74,52.08,18
2021-09-28 09:35:47.014581-04:00,18.31,982,18.32,137,52.01,74,52.08,18
2021-09-28 09:35:47.014581-04:00,18.31,982,18.32,137,52.01,74,52.08,18
2021-09-28 09:35:56.511192-04:00,18.31,982,18.32,137,52.03,19,52.11,36
2021-09-28 09:35:56.511192-04:00,18.31,982,18.32,137,52.03,19,52.11,36
2021-09-28 09:35:56.511192-04:00,18.3,662,18.31,11,52.03,19,52.11,36
2021-09-28 09:35:56.511192-04:00,18.3,662,18.31,11,52.03,19,52.11,36
2021-09-28 09:35:56.511192-04:00,18.3,662,18.31,11,52.03,19,52.11,36
2021-09-28 09:35:56.511192-04:00,18.3,662,18.31,11,52.02,38,52.1,90
2021-09-28 09:36:09.984170-04:00,18.31,546,18.32,458,52.02,38,52.1,90
2021-09-28 09:36:09.984170-04:00,18.31,546,18.32,458,52.02,38,52.1,90
2021-09-28 09:36:09.984170-04:00,18.31,546,18.32,458,52.02,1,52.09,90
2021-09-28 09:36:09.984170-04:00,18.31,1187,18.32,31,52.02,1,52.09,90
2021-09-28 09:36:09.984170-04:00,18.31,1187,18.32,31,52.02,1,52.09,90
2021-09-28 09:36:17.052272-04:00,18.31,1187,18.32,31,52.02,1,52.09,90
2021-09-28 09:36:17.052272-04:00,18.31,1187,18.32,31,52.02,1,52.09,90
