bid2,bid_size2,ask2,ask_size2,,,bid3,bid_size3,ask3,ask_size3
18.46,1677,18.47,984,,,16.73,3016,16.74,4756
18.46,1677,18.47,984,,,16.73,3016,16.74,4756
18.46,1677,18.47,984,,,16.73,3016,16.74,4756
18.46,1677,18.47,984,,,16.73,3016,16.74,4756
18.46,1677,18.47,984,,,16.73,3507,16.74,4042
18.46,3479,18.47,464,,,16.73,3507,16.74,4042
18.46,3479,18.47,464,,,16.73,3507,16.74,4042
18.46,3479,18.47,464,,,16.73,3507,16.74,4042
18.46,3479,18.47,464,,,16.73,3507,16.74,4042
18.46,3479,18.47,464,,,16.73,4035,16.74,3435
18.47,2381,18.48,872,,,16.73,4035,16.74,3435
18.47,2381,18.48,872,,,16.73,4035,16.74,3435
18.47,2381,18.48,872,,,16.73,4035,16.74,3435
18.47,2381,18.48,872,,,16.73,4035,16.74,3435
18.47,2381,18.48,872,,,16.73,4035,16.74,3435
18.47,2381,18.48,872,,,16.73,4035,16.74,3435
18.47,2381,18.48,872,,,16.73,4035,16.74,3435
18.47,2381,18.48,872,,,16.73,4032,16.74,3458
18.47,727,18.48,2806,,,16.73,4032,16.74,3458
18.47,727,18.48,2806,,,16.73,4032,16.74,3458
18.47,727,18.48,2806,,,16.73,4032,16.74,3458
18.47,727,18.48,2806,,,16.73,4032,16.74,3458
18.47,727,18.48,2806,,,16.73,4032,16.74,3458
18.47,727,18.48,2806,,,16.73,3477,16.74,4126
18.47,727,18.48,2806,,,16.73,3477,16.74,4126
18.46,3697,18.47,891,,,16.73,3477,16.74,4126
18.46,3697,18.47,891,,,16.73,3477,16.74,4126
18.46,3697,18.47,891,,,16.73,3477,16.74,4126
18.46,3697,18.47,891,,,16.73,3477,16.74,4126
18.46,3697,18.47,891,,,16.73,3477,16.74,4126
18.46,3697,18.47,891,,,16.73,3486,16.74,3741
18.47,1406,18.48,2213,,,16.73,3486,16.74,3741
18.47,1406,18.48,2213,,,16.73,3497,16.74,3737
18.47,1406,18.48,2213,,,16.73,3497,16.74,3737
18.47,575,18.48,2790,,,16.73,3497,16.74,3737
18.47,575,18.48,2790,,,16.73,3497,16.74,3737
18.47,575,18.48,2790,,,16.73,3497,16.74,3737
18.47,575,18.48,2790,,,16.73,3497,16.74,3737
18.47,575,18.48,2790,,,16.73,3497,16.74,3737
18.47,575,18.48,2790,,,16.73,4388,16.74,2795
18.47,575,18.48,2790,,,16.73,4388,16.74,2795
18.47,2985,18.48,260,,,16.73,4388,16.74,2795
18.47,2985,18.48,260,,,16.73,4388,16.74,2795
18.47,2985,18.48,260,,,16.73,4388,16.74,2795
18.47,2985,18.48,260,,,16.73,4388,16.74,2795
18.47,2985,18.48,260,,,16.74,1456,16.75,3797
18.48,838,18.49,1720,,,16.74,1456,16.75,3797
18.48,838,18.49,1720,,,16.74,1456,16.75,3797
18.48,838,18.49,1720,,,16.74,1456,16.75,3797
18.48,838,18.49,1720,,,16.74,1456,16.75,3797
18.48,838,18.49,1720,,,16.74,1456,16.75,3797
18.48,838,18.49,1720,,,16.74,1456,16.75,3797
18.48,838,18.49,1720,,,16.74,1456,16.75,3797
18.48,838,18.49,1720,,,16.74,2715,16.75,4380
18.48,1415,18.49,1707,,,16.74,2715,16.75,4380
18.48,1415,18.49,1707,,,16.74,2715,16.75,4380
18.48,1415,18.49,1707,,,16.74,2715,16.75,4380
18.48,1415,18.49,1707,,,16.74,2715,16.75,4380
18.48,1415,18.49,1707,,,16.74,2715,16.75,4380
18.48,1415,18.49,1707,,,16.74,2715,16.75,4380
18.48,3325,18.49,293,,,16.74,3672,16.75,4619
18.48,3325,18.49,293,,,16.74,3672,16.75,4619
18.48,3325,18.49,293,,,16.74,3672,16.75,4619
18.48,3325,18.49,293,,,16.74,3672,16.75,4619
18.48,3325,18.49,293,,,16.74,3806,16.75,3133
18.49,1635,18.5,1432,,,16.74,3806,16.75,3133
18.49,1635,18.5,1432,,,16.74,3806,16.75,3133
18.49,1635,18.5,1432,,,16.75,4137,16.76,4478
18.49,1635,18.5,1432,,,16.75,4137,16.76,4478
18.49,1635,18.5,1432,,,16.75,4137,16.76,4478
18.51,190,18.52,3406,,,16.75,4137,16.76,4478
18.51,190,18.52,3406,,,16.75,4137,16.76,4478
18.51,190,18.52,3406,,,16.75,4137,16.76,4478
18.51,190,18.52,3406,,,16.75,4137,16.76,4478
18.51,190,18.52,3406,,,16.75,603,16.76,4342
18.51,190,18.52,3406,,,16.75,603,16.76,4342
18.5,1216,18.51,2998,,,16.75,603,16.76,4342
18.5,1216,18.51,2998,,,16.75,603,16.76,4342
18.5,1216,18.51,2998,,,16.75,603,16.76,4342
18.5,1216,18.51,2998,,,16.75,312,16.76,4290
18.5,1216,18.51,2998,,,16.75,312,16.76,4290
18.5,1258,18.51,3130,,,16.75,312,16.76,4290
18.5,1258,18.51,3130,,,16.75,312,16.76,4290
18.5,1258,18.51,3130,,,16.75,312,16.76,4290
18.5,1258,18.51,3130,,,16.74,5552,16.75,3825
18.49,3029,18.5,1254,,,16.74,5552,16.75,3825
18.49,3029,18.5,1254,,,16.74,5552,16.75,3825
18.49,3029,18.5,1254,,,16.74,5552,16.75,3825
18.49,3029,18.5,1254,,,16.74,4194,16.75,4695
18.49,3029,18.5,1254,,,16.74,4194,16.75,4695
18.49,3029,18.5,1254,,,16.74,4194,16.75,4695
18.48,4164,18.49,620,,,16.74,4194,16.75,4695
18.48,4164,18.49,620,,,16.74,4194,16.75,4695
18.48,4164,18.49,620,,,16.74,4163,16.75,4989
18.48,4164,18.49,620,,,16.74,4163,16.75,4989
18.48,4164,18.49,620,,,16.74,4163,16.75,4989
18.48,4164,18.49,620,,,16.74,4163,16.75,4989
18.48,2164,18.49,2048,,,16.74,4163,16.75,4989
18.48,2164,18.49,2048,,,16.74,4163,16.75,4989
18.48,2164,18.49,2048,,,16.74,3742,16.75,5157
18.48,2164,18.49,2048,,,16.74,3742,16.75,5157
18.48,2164,18.49,2048,,,16.74,3742,16.75,5157
18.48,2164,18.49,2048,,,16.74,3742,16.75,5157
18.48,1163,18.49,1068,,,16.74,3742,16.75,5157
18.48,1163,18.49,1068,,,16.74,3742,16.75,5157
18.48,1163,18.49,1068,,,16.73,4350,16.74,4317
18.48,1163,18.49,1068,,,16.73,4350,16.74,4317
18.48,1163,18.49,1068,,,16.73,4350,16.74,4317
18.47,217,18.48,2772,,,16.73,4350,16.74,4317
18.47,217,18.48,2772,,,16.73,4350,16.74,4317
18.47,217,18.48,2772,,,16.73,3427,16.74,5342
18.47,217,18.48,2772,,,16.73,3427,16.74,5342
18.47,217,18.48,2772,,,16.73,3427,16.74,5342
18.46,2206,18.47,1021,,,16.73,3427,16.74,5342
18.46,2206,18.47,1021,,,16.73,3427,16.74,5342
18.46,2206,18.47,1021,,,16.73,3427,16.74,5342
18.46,2206,18.47,1021,,,16.73,4092,16.74,4247
18.46,2206,18.47,1021,,,16.73,4092,16.74,4247
18.46,2206,18.47,1021,,,16.73,4092,16.74,4247
18.46,2206,18.47,1021,,,16.73,4092,16.74,4247
18.47,144,18.48,3756,,,16.73,4092,16.74,4247
18.47,144,18.48,3756,,,16.73,109,16.74,5917
18.47,144,18.48,3756,,,16.73,109,16.74,5917
18.45,2995,18.46,1095,,,16.73,109,16.74,5917
18.45,2995,18.46,1095,,,16.73,109,16.74,5917
18.45,2995,18.46,1095,,,16.73,109,16.74,5917
18.45,2995,18.46,1095,,,16.73,109,16.74,5917
18.45,2995,18.46,1095,,,16.73,109,16.74,5917
18.45,2995,18.46,1095,,,16.73,1543,16.74,5409
18.45,3342,18.46,1229,,,16.73,1543,16.74,5409
18.45,3342,18.46,1229,,,16.73,1543,16.74,5409
18.45,3342,18.46,1229,,,16.73,1543,16.74,5409
18.45,3342,18.46,1229,,,16.73,1543,16.74,5409
18.45,3342,18.46,1229,,,16.73,1543,16.74,5409
18.45,3342,18.46,1229,,,16.73,3217,16.74,4995
18.46,4139,18.47,431,,,16.73,3217,16.74,4995
18.46,4139,18.47,431,,,16.73,3457,16.74,4536
18.46,4139,18.47,431,,,16.73,3457,16.74,4536
18.46,4139,18.47,431,,,16.73,3457,16.74,4536
18.46,4139,18.47,431,,,16.73,3457,16.74,4536
18.46,4139,18.47,431,,,16.73,3457,16.74,4536
18.47,1216,18.48,2437,,,16.73,3457,16.74,4536
18.47,1216,18.48,2437,,,16.73,3457,16.74,4536
18.47,1216,18.48,2437,,,16.73,3457,16.74,4536
18.47,1216,18.48,2437,,,16.73,3457,16.74,4536
18.47,1216,18.48,2437,,,16.73,3188,16.74,4965
18.47,1216,18.48,2437,,,16.73,3188,16.74,4965
18.46,4106,18.47,642,,,16.73,3188,16.74,4965
18.46,4106,18.47,642,,,16.73,3074,16.74,5285
18.46,4106,18.47,642,,,16.73,3074,16.74,5285
18.46,2461,18.47,1864,,,16.73,3074,16.74,5285
18.46,2461,18.47,1864,,,16.73,2189,16.74,5329
18.46,2461,18.47,1864,,,16.73,2189,16.74,5329
18.46,594,18.47,2718,,,16.73,2189,16.74,5329
18.46,594,18.47,2718,,,16.73,2189,16.74,5329
18.46,594,18.47,2718,,,16.73,2189,16.74,5329
18.46,594,18.47,2718,,,16.73,1266,16.74,5329
18.46,594,18.47,2718,,,16.73,1266,16.74,5329
18.46,594,18.47,2718,,,16.73,1266,16.74,5329
18.46,609,18.47,2663,,,16.73,1266,16.74,5329
18.46,609,18.47,2663,,,16.73,1266,16.74,5329
18.46,609,18.47,2663,,,16.73,1266,16.74,5329
18.46,609,18.47,2663,,,16.73,1266,16.74,5329
18.46,609,18.47,2663,,,16.72,6029,16.73,641
18.45,3938,18.46,116,,,16.72,6029,16.73,641
18.45,3938,18.46,116,,,16.72,6029,16.73,641
18.45,3938,18.46,116,,,16.73,4408,16.74,4150
18.45,3938,18.46,116,,,16.73,4408,16.74,4150
18.47,3516,18.48,541,,,16.73,4408,16.74,4150
18.47,3516,18.48,541,,,16.73,4408,16.74,4150
18.47,3516,18.48,541,,,16.73,4408,16.74,4150
18.47,3516,18.48,541,,,16.73,4826,16.74,4288
18.47,3516,18.48,541,,,16.73,4826,16.74,4288
18.47,4500,18.48,520,,,16.73,4826,16.74,4288
18.47,4500,18.48,520,,,16.73,4826,16.74,4288
18.47,4500,18.48,520,,,16.73,3627,16.74,3765
18.47,4500,18.48,520,,,16.73,3627,16.74,3765
18.47,1779,18.48,2506,,,16.73,3627,16.74,3765
18.47,1779,18.48,2506,,,16.73,3627,16.74,3765
18.47,1779,18.48,2506,,,16.73,3627,16.74,3765
18.47,1779,18.48,2506,,,16.73,3627,16.74,3765
18.47,1779,18.48,2506,,,16.73,3731,16.74,4924
18.46,3226,18.47,1131,,,16.73,3731,16.74,4924
18.46,3226,18.47,1131,,,16.73,3731,16.74,4924
18.46,3226,18.47,1131,,,16.73,3731,16.74,4924
18.46,3226,18.47,1131,,,16.73,3731,16.74,4924
18.46,3226,18.47,1131,,,16.73,3731,16.74,4924
18.46,3226,18.47,1131,,,16.73,3547,16.74,3897
18.46,3226,18.47,1131,,,16.73,3547,16.74,3897
18.46,4036,18.47,398,,,16.73,3547,16.74,3897
18.46,4036,18.47,398,,,16.73,3547,16.74,3897
18.46,4036,18.47,398,,,16.73,3547,16.74,3897
18.46,4036,18.47,398,,,16.73,3167,16.74,4927
18.46,4036,18.47,398,,,16.73,3167,16.74,4927
18.46,4036,18.47,398,,,16.73,3167,16.74,4927
18.46,3009,18.47,780,,,16.73,3167,16.74,4927
18.46,3009,18.47,780,,,16.73,3167,16.74,4927
18.46,3009,18.47,780,,,16.73,3199,16.74,4981
18.46,3009,18.47,780,,,16.73,3199,16.74,4981
18.46,3175,18.47,1571,,,16.73,3199,16.74,4981
18.46,3175,18.47,1571,,,16.73,3199,16.74,4981
18.46,3175,18.47,1571,,,16.73,3199,16.74,4981
18.46,3175,18.47,1571,,,16.72,5127,16.73,2181
18.46,3175,18.47,1571,,,16.72,5127,16.73,2181
18.46,3175,18.47,1571,,,16.72,5127,16.73,2181
18.46,3175,18.47,1571,,,16.72,5127,16.73,2181
18.45,2912,18.46,865,,,16.72,5127,16.73,2181
18.45,2912,18.46,865,,,16.72,5127,16.73,2181
18.45,2912,18.46,865,,,16.72,5127,16.73,2181
18.45,2912,18.46,865,,,16.72,5127,16.73,2181
18.45,2912,18.46,865,,,16.72,3920,16.73,3596
18.45,2912,18.46,865,,,16.72,3920,16.73,3596
18.44,3192,18.45,1023,,,16.72,3920,16.73,3596
18.44,3192,18.45,1023,,,16.72,3920,16.73,3596
18.44,3192,18.45,1023,,,16.72,3920,16.73,3596
18.44,3192,18.45,1023,,,16.72,2338,16.73,5001
18.44,3192,18.45,1023,,,16.72,2338,16.73,5001
18.44,733,18.45,2085,,,16.72,2338,16.73,5001
18.44,733,18.45,2085,,,16.72,2338,16.73,5001
18.44,733,18.45,2085,,,16.72,2338,16.73,5001
18.44,733,18.45,2085,,,16.72,3374,16.73,4161
18.44,733,18.45,2085,,,16.72,3374,16.73,4161
18.44,733,18.45,2085,,,16.72,3374,16.73,4161
18.44,3182,18.45,1171,,,16.72,3374,16.73,4161
18.44,3182,18.45,1171,,,16.72,3374,16.73,4161
18.44,3182,18.45,1171,,,16.72,3374,16.73,4161
18.44,3182,18.45,1171,,,16.72,3060,16.73,4841
18.44,1694,18.45,1231,,,16.72,3060,16.73,4841
18.44,1694,18.45,1231,,,16.72,3060,16.73,4841
18.44,1694,18.45,1231,,,16.72,3060,16.73,4841
18.44,1694,18.45,1231,,,16.72,3107,16.73,4314
18.44,1694,18.45,1231,,,16.72,3107,16.73,4314
18.44,1694,18.45,1231,,,16.72,3107,16.73,4314
18.44,3618,18.45,1013,,,16.72,3107,16.73,4314
18.44,3618,18.45,1013,,,16.72,3107,16.73,4314
18.44,3618,18.45,1013,,,16.72,3106,16.73,4253
18.44,3618,18.45,1013,,,16.72,3106,16.73,4253
18.44,3618,18.45,1013,,,16.72,3106,16.73,4253
18.44,3618,18.45,1013,,,16.72,3106,16.73,4253
18.44,2531,18.45,1111,,,16.72,3106,16.73,4253
18.44,2531,18.45,1111,,,16.72,3106,16.73,4253
18.44,2531,18.45,1111,,,16.72,3371,16.73,4235
18.44,2531,18.45,1111,,,16.72,3371,16.73,4235
18.44,4478,18.45,411,,,16.72,3371,16.73,4235
18.44,4478,18.45,411,,,16.72,3371,16.73,4235
18.44,4478,18.45,411,,,16.72,3371,16.73,4235
18.44,4478,18.45,411,,,16.72,3618,16.73,3435
18.44,4478,18.45,411,,,16.72,3618,16.73,3435
18.45,920,18.46,2559,,,16.72,3618,16.73,3435
18.45,920,18.46,2559,,,16.72,3618,16.73,3435
18.45,920,18.46,2559,,,16.72,3618,16.73,3435
18.45,920,18.46,2559,,,16.72,3624,16.73,3731
18.45,920,18.46,2559,,,16.72,3624,16.73,3731
18.44,4261,18.45,718,,,16.72,3624,16.73,3731
18.44,4261,18.45,718,,,16.72,3624,16.73,3731
18.44,4261,18.45,718,,,16.72,3624,16.73,3731
18.44,4261,18.45,718,,,16.72,3624,16.73,3731
18.44,4261,18.45,718,,,16.72,3624,16.73,3731
18.44,4261,18.45,718,,,16.72,3592,16.73,3974
18.45,43,18.46,3477,,,16.72,3592,16.73,3974
18.45,43,18.46,3477,,,16.72,3592,16.73,3974
18.45,43,18.46,3477,,,16.72,3613,16.73,3973
18.45,43,18.46,3477,,,16.72,3613,16.73,3973
18.45,43,18.46,3477,,,16.72,3613,16.73,3973
18.45,43,18.46,3477,,,16.72,3613,16.73,3973
18.45,43,18.46,3477,,,16.72,3613,16.73,3973
18.45,372,18.46,2748,,,16.72,3613,16.73,3973
18.45,372,18.46,2748,,,16.72,3613,16.73,3973
18.45,372,18.46,2748,,,16.72,3613,16.73,3973
18.45,372,18.46,2748,,,16.72,3613,16.73,3973
18.45,372,18.46,2748,,,16.72,17,16.73,5371
18.43,3332,18.44,1548,,,16.72,17,16.73,5371
18.43,3332,18.44,1548,,,16.72,17,16.73,5371
18.43,3332,18.44,1548,,,16.72,17,16.73,5371
18.43,3332,18.44,1548,,,16.72,17,16.73,4883
18.43,3332,18.44,1548,,,16.72,17,16.73,4883
18.43,4254,18.44,203,,,16.72,17,16.73,4883
18.43,4254,18.44,203,,,16.72,17,16.73,4883
18.43,4254,18.44,203,,,16.72,17,16.73,4883
18.43,4254,18.44,203,,,16.72,17,16.73,4883
18.43,4254,18.44,203,,,16.72,17,16.73,4883
18.43,4254,18.44,203,,,16.72,1453,16.73,4534
18.44,105,18.45,4795,,,16.72,1453,16.73,4534
18.44,105,18.45,4795,,,16.72,1453,16.73,4534
18.44,105,18.45,4795,,,16.72,1453,16.73,4534
18.44,105,18.45,4795,,,16.72,1453,16.73,4534
18.44,105,18.45,4795,,,16.72,902,16.73,4783
18.44,105,18.45,4795,,,16.72,902,16.73,4783
18.44,105,18.45,4795,,,16.72,902,16.73,4783
18.44,244,18.45,4490,,,16.72,902,16.73,4783
18.44,244,18.45,4490,,,16.72,902,16.73,4783
18.44,244,18.45,4490,,,16.72,902,16.73,4783
18.44,244,18.45,4490,,,16.72,3590,16.73,3662
18.44,244,18.45,4490,,,16.72,3590,16.73,3662
18.45,1636,18.46,2522,,,16.72,3590,16.73,3662
18.45,1636,18.46,2522,,,16.72,3590,16.73,3662
18.45,1636,18.46,2522,,,16.72,3590,16.73,3662
18.45,1636,18.46,2522,,,16.72,3590,16.73,3662
18.45,1636,18.46,2522,,,16.72,4538,16.73,3085
18.45,3890,18.46,399,,,16.72,4538,16.73,3085
18.45,3890,18.46,399,,,16.72,4247,16.73,3111
18.45,3890,18.46,399,,,16.72,4247,16.73,3111
18.45,3890,18.46,399,,,16.72,4247,16.73,3111
18.45,3890,18.46,399,,,16.72,4247,16.73,3111
18.45,3915,18.46,385,,,16.72,4247,16.73,3111
18.45,3915,18.46,385,,,16.72,4247,16.73,3111
18.45,3915,18.46,385,,,16.72,4247,16.73,3111
18.45,3915,18.46,385,,,16.72,4296,16.73,145
18.45,3915,18.46,385,,,16.72,4296,16.73,145
18.46,1474,18.47,1808,,,16.72,4296,16.73,145
18.46,1474,18.47,1808,,,16.72,4296,16.73,145
18.46,1474,18.47,1808,,,16.72,4271,16.73,38
18.46,1604,18.47,343,,,16.72,4271,16.73,38
18.46,1604,18.47,343,,,16.72,4271,16.73,38
18.46,1604,18.47,343,,,16.72,4271,16.73,38
18.46,1604,18.47,343,,,16.72,3890,16.73,1811
18.46,1604,18.47,343,,,16.72,3890,16.73,1811
18.46,1604,18.47,343,,,16.72,3890,16.73,1811
18.45,1865,18.46,466,,,16.72,3890,16.73,1811
18.45,1865,18.46,466,,,16.72,3890,16.73,1811
18.45,1865,18.46,466,,,16.72,2366,16.73,2366
18.45,1865,18.46,466,,,16.72,2366,16.73,2366
18.45,560,18.46,1786,,,16.72,2366,16.73,2366
18.45,560,18.46,1786,,,16.72,2366,16.73,2366
18.45,560,18.46,1786,,,16.72,3059,16.73,2501
18.45,560,18.46,1786,,,16.72,3059,16.73,2501
18.45,560,18.46,1786,,,16.72,3059,16.73,2501
18.45,1708,18.46,570,,,16.72,3059,16.73,2501
18.45,1708,18.46,570,,,16.72,3870,16.73,2332
18.45,1708,18.46,570,,,16.72,3870,16.73,2332
18.45,1708,18.46,570,,,16.72,3870,16.73,2332
18.45,1162,18.46,1098,,,16.72,3870,16.73,2332
18.45,1162,18.46,1098,,,16.72,3870,16.73,2332
18.45,1162,18.46,1098,,,16.72,3870,16.73,2332
18.44,2260,18.45,513,,,16.72,3870,16.73,2332
18.44,2260,18.45,513,,,16.72,2498,16.73,3614
18.44,2260,18.45,513,,,16.72,2498,16.73,3614
18.44,2260,18.45,513,,,16.72,2498,16.73,3614
18.44,145,18.45,2907,,,16.72,16,16.73,3681
18.44,145,18.45,2907,,,16.72,16,16.73,3681
18.44,145,18.45,2907,,,16.72,16,16.73,3681
18.44,145,18.45,2907,,,16.72,16,16.73,3681
18.44,145,18.45,2907,,,16.72,16,16.73,3681
18.42,881,18.43,2158,,,16.72,16,16.73,3681
18.42,881,18.43,2158,,,16.71,3555,16.72,2734
18.42,881,18.43,2158,,,16.71,3555,16.72,2734
18.42,881,18.43,2158,,,16.71,3555,16.72,2734
18.42,881,18.43,2158,,,16.71,3555,16.72,2734
18.41,2004,18.42,1794,,,16.71,3555,16.72,2734
18.41,2004,18.42,1794,,,16.7,4948,16.71,2467
18.41,2004,18.42,1794,,,16.7,4948,16.71,2467
18.41,2004,18.42,1794,,,16.7,4948,16.71,2467
18.41,2004,18.42,1794,,,16.7,4948,16.71,2467
18.41,2004,18.42,1794,,,16.7,4948,16.71,2467
18.41,2004,18.42,1794,,,16.7,4948,16.71,2467
18.41,243,18.42,3787,,,16.7,4948,16.71,2467
18.41,243,18.42,3787,,,16.7,3280,16.71,2847
18.41,243,18.42,3787,,,16.7,3280,16.71,2847
18.41,243,18.42,3787,,,16.7,3280,16.71,2847
18.41,243,18.42,3787,,,16.7,3280,16.71,2847
18.42,1502,18.43,2095,,,16.7,5737,16.71,145
18.42,1502,18.43,2095,,,16.7,5737,16.71,145
18.42,1502,18.43,2095,,,16.7,5737,16.71,145
18.42,1502,18.43,2095,,,16.7,5737,16.71,145
18.41,4170,18.42,915,,,16.7,5737,16.71,145
18.41,4170,18.42,915,,,16.7,5100,16.71,595
18.41,4170,18.42,915,,,16.7,5100,16.71,595
18.41,4170,18.42,915,,,16.7,5100,16.71,595
18.41,4170,18.42,915,,,16.7,5100,16.71,595
18.41,4170,18.42,915,,,16.7,5100,16.71,595
18.41,4170,18.42,915,,,16.7,5100,16.71,595
18.41,4299,18.42,42,,,16.7,5100,16.71,595
18.41,4299,18.42,42,,,16.71,1944,16.72,5159
18.41,4299,18.42,42,,,16.71,1944,16.72,5159
18.41,3810,18.42,1256,,,16.71,1944,16.72,5159
18.41,3810,18.42,1256,,,16.71,290,16.72,5431
18.41,3810,18.42,1256,,,16.71,290,16.72,5431
18.41,3810,18.42,1256,,,16.71,290,16.72,5431
18.41,2532,18.42,1930,,,16.71,290,16.72,5431
18.41,2532,18.42,1930,,,16.71,121,16.72,6332
18.41,2532,18.42,1930,,,16.71,121,16.72,6332
18.41,2532,18.42,1930,,,16.71,121,16.72,6332
18.41,2532,18.42,1930,,,16.71,121,16.72,6332
18.41,2532,18.42,1930,,,16.71,121,16.72,6332
18.41,2958,18.42,23,,,16.71,121,16.72,6332
18.41,2958,18.42,23,,,16.71,125,16.72,4490
18.41,2958,18.42,23,,,16.71,125,16.72,4490
18.41,2958,18.42,23,,,16.71,125,16.72,4490
18.41,2958,18.42,23,,,16.71,125,16.72,4490
18.41,2958,18.42,23,,,16.71,125,16.72,4490
18.41,2958,18.42,23,,,16.71,17,16.72,5889
18.41,2958,18.42,23,,,16.71,17,16.72,5889
18.41,1280,18.42,1224,,,16.71,17,16.72,5889
18.41,1280,18.42,1224,,,16.71,17,16.72,5889
18.41,1280,18.42,1224,,,16.71,17,16.72,5889
18.41,1280,18.42,1224,,,16.71,17,16.72,5889
18.4,3621,18.41,256,,,16.71,17,16.72,5889
18.4,3621,18.41,256,,,16.7,4516,16.71,2873
18.4,3621,18.41,256,,,16.7,4516,16.71,2873
18.4,3621,18.41,256,,,16.7,4516,16.71,2873
18.4,3621,18.41,256,,,16.7,4516,16.71,2873
18.4,3621,18.41,256,,,16.7,4516,16.71,2873
18.4,4006,18.41,547,,,16.7,4516,16.71,2873
18.4,4006,18.41,547,,,16.7,4056,16.71,2916
18.4,4006,18.41,547,,,16.7,4056,16.71,2916
18.4,4006,18.41,547,,,16.7,4056,16.71,2916
18.4,4006,18.41,547,,,16.7,4056,16.71,2916
18.4,3850,18.41,512,,,16.7,4056,16.71,2916
18.4,3850,18.41,512,,,16.7,4286,16.71,2882
18.4,3850,18.41,512,,,16.7,4286,16.71,2882
18.4,3850,18.41,512,,,16.7,4286,16.71,2882
18.4,1294,18.41,1200,,,16.7,2286,16.71,3119
18.4,1294,18.41,1200,,,16.7,2286,16.71,3119
18.4,1294,18.41,1200,,,16.7,2286,16.71,3119
18.4,1294,18.41,1200,,,16.7,2286,16.71,3119
18.4,1294,18.41,1200,,,16.7,2286,16.71,3119
18.4,330,18.41,3195,,,16.7,2286,16.71,3119
18.4,330,18.41,3195,,,16.7,1788,16.71,4257
18.4,330,18.41,3195,,,16.7,1788,16.71,4257
18.4,330,18.41,3195,,,16.7,1788,16.71,4257
18.4,330,18.41,3195,,,16.7,1788,16.71,4257
18.4,330,18.41,3195,,,16.7,1788,16.71,4257
18.39,1390,18.4,3011,,,16.7,1788,16.71,4257
18.39,1390,18.4,3011,,,16.69,3213,16.7,3316
18.39,1390,18.4,3011,,,16.69,3213,16.7,3316
18.39,1390,18.4,3011,,,16.69,3601,16.7,2672
18.39,75,18.4,4210,,,16.69,3601,16.7,2672
18.39,75,18.4,4210,,,16.69,3601,16.7,2672
18.39,75,18.4,4210,,,16.69,3601,16.7,2672
18.39,75,18.4,4210,,,16.69,3601,16.7,2672
18.39,75,18.4,4210,,,16.69,3601,16.7,2672
18.39,75,18.4,4210,,,16.69,3601,16.7,2672
18.39,75,18.4,4210,,,16.69,3601,16.7,2672
18.38,1636,18.39,2475,,,16.69,3398,16.7,2545
18.38,1636,18.39,2475,,,16.69,3398,16.7,2545
18.38,1636,18.39,2475,,,16.69,3398,16.7,2545
18.38,1636,18.39,2475,,,16.69,3398,16.7,2545
18.38,1636,18.39,2475,,,16.69,3398,16.7,2545
18.38,1636,18.39,2475,,,16.69,3052,16.7,2829
18.38,2710,18.39,1268,,,16.69,3052,16.7,2829
18.38,2710,18.39,1268,,,16.69,3052,16.7,2829
18.38,2710,18.39,1268,,,16.69,3052,16.7,2829
18.38,1231,18.39,2120,,,16.69,2306,16.7,3697
18.38,1231,18.39,2120,,,16.69,2306,16.7,3697
18.38,1231,18.39,2120,,,16.69,2306,16.7,3697
18.38,1231,18.39,2120,,,16.69,2306,16.7,3697
18.38,1231,18.39,2120,,,16.69,2306,16.7,3697
18.37,4250,18.38,128,,,16.69,2090,16.7,3946
18.37,4250,18.38,128,,,16.69,2090,16.7,3946
18.37,4250,18.38,128,,,16.69,2090,16.7,3946
18.37,4250,18.38,128,,,16.69,1896,16.7,3962
18.37,4250,18.38,128,,,16.69,1896,16.7,3962
18.37,3950,18.38,219,,,16.69,1896,16.7,3962
18.37,3950,18.38,219,,,16.69,1896,16.7,3962
18.37,3950,18.38,219,,,16.69,1896,16.7,3962
18.37,864,18.38,2147,,,16.69,1896,16.7,3962
18.37,864,18.38,2147,,,16.68,2851,16.69,1989
18.37,864,18.38,2147,,,16.68,2851,16.69,1989
18.37,864,18.38,2147,,,16.68,2851,16.69,1989
18.36,619,18.37,2356,,,16.68,2851,16.69,1989
18.36,619,18.37,2356,,,16.68,3842,16.69,2622
18.36,619,18.37,2356,,,16.68,3842,16.69,2622
18.36,619,18.37,2356,,,16.68,3842,16.69,2622
18.36,619,18.37,2356,,,16.68,3842,16.69,2622
18.36,619,18.37,2356,,,16.68,3842,16.69,2622
18.36,2993,18.37,1594,,,16.68,4357,16.69,2428
18.36,2993,18.37,1594,,,16.68,4357,16.69,2428
18.36,2993,18.37,1594,,,16.68,4357,16.69,2428
18.36,2993,18.37,1594,,,16.68,4403,16.69,2418
18.36,2993,18.37,1594,,,16.68,4403,16.69,2418
18.36,2993,18.37,1594,,,16.68,4403,16.69,2418
18.36,3719,18.37,438,,,16.68,4403,16.69,2418
18.36,3719,18.37,438,,,16.68,4403,16.69,2418
18.36,3719,18.37,438,,,16.68,4403,16.69,2418
18.36,3719,18.37,438,,,16.68,4403,16.69,2418
18.36,3719,18.37,438,,,16.68,4403,16.69,2418
18.36,3719,18.37,438,,,16.68,4403,16.69,2418
