bid2,bid_size2,ask2,ask_size2,,,bid3,bid_size3,ask3,ask_size3
,,,,,,16.65,1458,16.66,1525
,,,,,,16.65,1458,16.66,1525
,,,,,,16.65,1456,16.66,1525
,,,,,,16.65,1456,16.66,1525
18.3,814,18.31,28,,,16.65,1456,16.66,1525
18.3,814,18.31,28,,,16.65,1456,16.66,1525
18.3,814,18.31,28,,,16.65,1456,16.66,1525
18.3,698,18.31,314,,,16.65,1456,16.66,1525
18.3,698,18.31,314,,,16.65,1612,16.66,1525
18.3,698,18.31,314,,,16.65,1612,16.66,1525
18.3,698,18.31,314,,,16.65,1612,16.66,1525
18.3,504,18.31,220,,,16.65,1612,16.66,1525
18.3,504,18.31,220,,,16.65,1846,16.66,1525
18.3,504,18.31,220,,,16.65,1846,16.66,1525
18.3,504,18.31,220,,,16.65,1846,16.66,1525
,,,,,,16.65,1846,16.66,1525
,,,,,,16.65,1846,16.66,1525
,,,,,,16.65,1846,16.66,1525
,,,,,,16.65,1846,16.66,1525
,,,,,,16.65,1846,16.66,1525
,,,,,,16.65,1846,16.66,1525
,,,,,,16.65,1846,16.66,1525
,,,,,,16.66,1106,16.67,2230
,,,,,,16.66,1106,16.67,2230
,,,,,,16.66,1106,16.67,2230
,,,,,,16.66,1106,16.67,2230
,,,,,,16.66,1106,16.67,2230
,,,,,,16.66,1768,16.67,2246
,,,,,,16.66,1768,16.67,2246
,,,,,,16.66,1768,16.67,2246
18.32,132,18.33,731,,,16.66,1768,16.67,2246
18.32,132,18.33,731,,,16.66,1768,16.67,2246
18.32,132,18.33,731,,,16.66,1768,16.67,2246
18.32,132,18.33,731,,,16.66,1021,16.67,2246
18.31,795,18.32,608,,,16.66,1021,16.67,2246
18.31,795,18.32,608,,,16.66,1021,16.67,2246
18.31,795,18.32,608,,,16.66,1021,16.67,2246
18.31,795,18.32,608,,,16.66,1021,16.67,2246
18.31,795,18.32,608,,,16.66,1021,16.67,2246
18.31,795,18.32,608,,,16.66,1021,16.67,2246
18.3,691,18.31,4,,,16.66,1021,16.67,2246
18.3,691,18.31,4,,,16.66,1021,16.67,2246
18.3,691,18.31,4,,,16.65,2024,16.66,1661
18.3,691,18.31,4,,,16.65,2024,16.66,1661
18.3,691,18.31,4,,,16.65,2024,16.66,1661
18.3,691,18.31,4,,,16.65,2024,16.66,1661
18.31,725,18.32,626,,,16.65,2024,16.66,1661
18.31,725,18.32,626,,,16.65,2024,16.66,1661
18.31,725,18.32,626,,,16.65,1829,16.66,70
18.31,725,18.32,626,,,16.65,1829,16.66,70
18.31,725,18.32,626,,,16.65,1829,16.66,70
18.31,725,18.32,626,,,16.65,1829,16.66,690
,,,,,,16.65,1829,16.66,690
,,,,,,16.65,1829,16.66,690
,,,,,,16.65,1829,16.66,1654
,,,,,,16.65,1829,16.66,1654
,,,,,,16.65,1829,16.66,1654
,,,,,,16.65,1829,16.66,1654
,,,,,,16.65,1829,16.66,1654
,,,,,,16.65,1829,16.66,1654
,,,,,,16.65,1829,16.66,1654
,,,,,,16.65,1829,16.66,1654
,,,,,,16.65,1829,16.66,1654
,,,,,,16.66,1206,16.67,2131
,,,,,,16.66,1296,16.67,2131
,,,,,,16.66,1296,16.67,2131
,,,,,,16.66,1296,16.67,2131
,,,,,,16.66,1296,16.67,2131
,,,,,,16.66,1296,16.67,2131
,,,,,,16.66,1644,16.67,2131
18.32,80,18.33,627,,,16.66,1644,16.67,2131
18.32,80,18.33,627,,,16.66,1644,16.67,2131
,,,,,,16.66,1644,16.67,2131
,,,,,,16.66,1644,16.67,2131
,,,,,,16.66,1644,16.67,2131
,,,,,,16.66,1644,16.67,2131
,,,,,,16.65,2062,16.66,1733
,,,,,,16.65,2062,16.66,1733
,,,,,,16.65,2062,16.66,1733
,,,,,,16.65,2062,16.66,1733
,,,,,,16.65,2062,16.66,1733
,,,,,,16.65,2062,16.66,1733
,,,,,,16.65,2062,16.66,1733
,,,,,,16.65,2062,16.66,1733
,,,,,,16.65,1864,16.66,1594
,,,,,,16.65,1864,16.66,1594
,,,,,,16.65,1864,16.66,1594
,,,,,,16.65,1864,16.66,1594
18.31,455,18.32,634,,,16.65,1864,16.66,1594
18.31,455,18.32,634,,,16.65,1864,16.66,420
18.31,455,18.32,634,,,16.65,1864,16.66,420
18.31,455,18.32,634,,,16.65,1864,16.66,420
18.31,455,18.32,634,,,16.65,1864,16.66,420
,,,,,,16.65,1864,16.66,420
,,,,,,16.65,1864,16.66,420
,,,,,,16.65,1864,16.66,420
,,,,,,16.65,1863,16.66,488
,,,,,,16.65,1863,16.66,488
18.31,546,18.32,830,,,16.65,1863,16.66,488
18.31,546,18.32,830,,,16.65,2061,16.66,1079
18.31,546,18.32,830,,,16.65,2061,16.66,1079
18.31,546,18.32,830,,,16.65,2061,16.66,1079
18.31,546,18.32,830,,,16.65,2061,16.66,1079
,,,,,,16.65,2061,16.66,1079
,,,,,,16.65,2061,16.66,1079
,,,,,,16.65,2061,16.66,1079
,,,,,,16.66,1188,16.67,1265
,,,,,,16.66,1188,16.67,1265
,,,,,,16.66,1188,16.67,1265
,,,,,,16.66,1188,16.67,1265
,,,,,,16.66,1188,16.67,1265
,,,,,,16.66,1188,16.67,1265
18.32,492,18.33,606,,,16.66,1188,16.67,1265
18.32,492,18.33,606,,,16.66,1834,16.67,1858
18.32,454,18.33,638,,,16.66,1834,16.67,2254
18.32,454,18.33,638,,,16.66,1834,16.67,2254
18.32,508,18.33,635,,,16.66,1834,16.67,2254
18.32,508,18.33,635,,,16.66,1834,16.67,2254
18.32,508,18.33,635,,,16.66,1834,16.67,2254
18.32,508,18.33,635,,,16.66,1834,16.67,2254
18.32,508,18.33,635,,,16.66,1834,16.67,2254
18.31,546,18.32,454,,,16.66,1834,16.67,2254
18.31,546,18.32,454,,,16.66,1834,16.67,2254
18.31,546,18.32,454,,,16.66,792,16.67,2089
18.31,546,18.32,454,,,16.66,792,16.67,2089
18.31,546,18.32,454,,,16.66,792,16.67,2089
18.31,546,18.32,454,,,16.66,792,16.67,2089
18.31,546,18.32,454,,,16.66,792,16.67,2089
18.31,546,18.32,454,,,16.66,792,16.67,2089
18.31,182,18.32,643,,,16.66,792,16.67,2089
18.31,182,18.32,643,,,16.65,1853,16.66,790
18.31,182,18.32,643,,,16.65,1853,16.66,790
18.31,182,18.32,643,,,16.65,1853,16.66,790
18.31,455,18.32,734,,,16.65,1853,16.66,790
18.31,455,18.32,734,,,16.65,2051,16.66,907
18.31,455,18.32,734,,,16.65,2051,16.66,907
18.31,455,18.32,734,,,16.65,2051,16.66,907
18.31,455,18.32,370,,,16.66,396,16.67,2045
18.31,455,18.32,370,,,16.66,396,16.67,2045
18.31,455,18.32,370,,,16.66,396,16.67,2045
18.31,455,18.32,275,,,16.66,396,16.67,2045
18.31,455,18.32,275,,,16.65,1038,16.66,349
18.31,455,18.32,275,,,16.65,1038,16.66,349
18.31,455,18.32,275,,,16.65,1038,16.66,349
18.31,455,18.32,275,,,16.66,1188,16.67,1960
18.31,455,18.32,275,,,16.66,1188,16.67,1960
18.31,455,18.32,275,,,16.66,1188,16.67,1960
18.31,1021,18.32,16,,,16.66,1188,16.67,1960
18.31,1021,18.32,16,,,16.66,1188,16.67,1960
18.31,1021,18.32,16,,,16.66,1188,16.67,1960
18.31,455,18.32,561,,,16.66,1188,16.67,1960
18.31,455,18.32,561,,,16.66,198,16.66,101
18.31,455,18.32,561,,,16.66,198,16.66,101
18.31,455,18.32,561,,,16.66,198,16.66,201
18.31,455,18.32,561,,,16.66,198,16.66,201
18.31,455,18.32,180,,,16.66,198,16.66,201
18.31,455,18.32,180,,,16.66,198,16.66,201
18.31,455,18.32,180,,,16.66,198,16.66,201
18.31,455,18.32,180,,,16.65,2044,16.66,468
18.31,747,18.32,180,,,16.65,2044,16.66,468
18.31,747,18.32,180,,,16.65,2044,16.66,468
18.31,747,18.32,180,,,16.65,2044,16.66,468
18.31,747,18.32,180,,,16.65,2044,16.66,468
18.31,982,18.32,137,,,16.65,2044,16.66,468
18.31,982,18.32,137,,,16.66,1217,16.67,2197
18.31,982,18.32,137,,,16.66,1217,16.67,2197
18.31,982,18.32,137,,,16.66,1217,16.67,2197
18.31,982,18.32,137,,,16.66,1217,16.67,2197
18.31,982,18.32,137,,,16.66,1217,16.67,2197
18.31,982,18.32,137,,,16.66,1217,16.67,2197
18.31,982,18.32,137,,,16.66,1217,16.67,2197
18.31,982,18.32,137,,,16.65,1851,16.66,1500
18.3,662,18.31,11,,,16.65,1851,16.66,1500
18.3,662,18.31,11,,,16.65,1851,16.66,1500
18.3,662,18.31,11,,,16.65,1851,16.66,1500
18.3,662,18.31,11,,,16.65,1851,16.66,1500
18.31,546,18.32,458,,,16.65,2037,16.66,872
18.31,546,18.32,458,,,16.65,2037,16.66,872
18.31,546,18.32,458,,,16.65,2037,16.66,872
18.31,1187,18.32,31,,,16.65,2037,16.66,872
18.31,1187,18.32,31,,,16.66,1188,16.67,1217
18.31,1187,18.32,31,,,16.66,1188,16.67,1217
18.31,1187,18.32,31,,,16.66,1188,16.67,1217
18.31,1187,18.32,31,,,16.66,1827,16.67,1212
18.31,1187,18.32,31,,,16.66,1827,16.67,1212
18.31,1187,18.32,31,,,16.66,1827,16.67,1212
18.32,273,18.33,553,,,16.66,1827,16.67,1212
18.32,273,18.33,553,,,16.66,1827,16.67,1212
18.32,273,18.33,553,,,16.66,1798,16.67,2030
18.32,273,18.33,553,,,16.66,1798,16.67,2030
18.32,273,18.33,553,,,16.66,1798,16.67,2030
18.32,273,18.33,553,,,16.66,1798,16.67,2030
18.32,908,18.33,384,,,16.66,1798,16.67,2030
18.32,908,18.33,384,,,16.66,1798,16.67,2030
18.32,908,18.33,384,,,16.66,1798,16.67,2030
18.32,908,18.33,384,,,16.66,1798,16.67,2030
18.33,144,18.33,1,,,16.66,1990,16.67,827
18.33,144,18.33,1,,,16.66,1990,16.67,827
18.33,144,18.33,1,,,16.66,1990,16.67,824
18.33,77,18.33,1,,,16.66,1990,16.67,824
18.33,77,18.33,1,,,16.66,1990,16.67,824
18.33,77,18.33,1,,,16.66,1990,16.67,824
18.33,77,18.33,1,,,16.66,1990,16.67,824
18.32,869,18.33,1,,,16.66,1990,16.67,824
18.32,869,18.33,1,,,16.66,1990,16.67,824
18.32,869,18.33,1,,,16.66,1990,16.67,762
18.32,869,18.33,1,,,16.66,1990,16.67,762
18.32,869,18.33,1,,,16.67,168,16.67,171
18.33,838,18.34,409,,,16.67,168,16.67,171
18.33,838,18.34,409,,,16.67,168,16.67,171
18.33,838,18.34,409,,,16.67,168,16.67,171
18.33,838,18.34,409,,,16.67,168,16.67,171
18.33,838,18.34,409,,,16.67,168,16.67,171
18.32,534,18.33,479,,,16.67,168,16.67,171
18.32,534,18.33,479,,,16.67,168,16.67,171
18.32,534,18.33,479,,,16.66,1608,16.67,1619
18.32,534,18.33,479,,,16.66,1608,16.67,1619
18.32,534,18.33,479,,,16.66,1608,16.67,1619
18.32,534,18.33,479,,,16.66,1944,16.67,1619
18.32,534,18.33,479,,,16.66,1944,16.67,1619
,,,,,,16.66,1944,16.67,1619
,,,,,,16.66,1944,16.67,1619
18.32,870,18.33,1,,,16.66,2112,16.67,1619
18.32,870,18.33,1,,,16.66,2112,16.67,1619
18.33,367,18.34,521,,,16.66,1944,16.67,942
18.33,367,18.34,521,,,16.66,1944,16.67,942
18.33,367,18.34,521,,,16.66,1944,16.67,942
,,,,,,16.66,1944,16.67,942
,,,,,,16.66,1944,16.67,942
,,,,,,16.66,1944,16.67,942
,,,,,,16.66,1776,16.67,1715
,,,,,,16.66,1776,16.67,1715
,,,,,,16.66,1776,16.67,1715
,,,,,,16.66,1944,16.67,1051
18.33,497,18.34,545,,,16.66,1944,16.67,1051
18.33,497,18.34,545,,,16.66,1944,16.67,1051
18.33,497,18.34,545,,,16.66,1944,16.67,1051
18.33,497,18.34,545,,,16.66,1944,16.67,1051
18.33,497,18.34,545,,,16.66,1944,16.67,846
18.33,905,18.34,387,,,16.66,1944,16.67,846
18.33,905,18.34,387,,,16.66,1944,16.67,846
,,,,,,16.66,1944,16.67,846
,,,,,,16.66,1944,16.67,846
,,,,,,16.66,1944,16.67,846
,,,,,,16.67,912,16.68,1799
,,,,,,16.67,912,16.68,1799
,,,,,,16.67,912,16.68,1799
,,,,,,16.66,2121,16.67,1343
18.33,829,18.34,635,,,16.66,2121,16.67,1343
,,,,,,16.66,2121,16.67,1343
,,,,,,16.67,1048,16.68,1341
,,,,,,16.67,1048,16.68,1341
,,,,,,16.67,1048,16.68,1341
,,,,,,16.67,1939,16.68,1099
,,,,,,16.67,1939,16.68,1099
,,,,,,16.67,1939,16.68,1099
18.34,933,18.35,16,,,16.67,1939,16.68,1099
18.34,933,18.35,16,,,16.67,1939,16.68,1099
18.34,933,18.35,16,,,16.67,1939,16.68,1099
18.34,933,18.35,16,,,16.67,1939,16.68,1099
18.34,933,18.35,16,,,16.67,1939,16.68,1099
18.34,933,18.35,16,,,16.67,1939,16.68,1099
18.34,933,18.35,16,,,16.67,1939,16.68,1099
18.35,342,18.36,611,,,16.67,1939,16.68,1099
18.35,342,18.36,611,,,16.67,2151,16.68,1294
18.35,342,18.36,611,,,16.67,2151,16.68,1294
18.35,342,18.36,611,,,16.67,2151,16.68,1294
18.35,342,18.36,611,,,16.67,2151,16.68,1294
18.34,1188,18.35,294,,,16.67,2151,16.68,1294
18.34,1188,18.35,294,,,16.67,2143,16.68,1749
18.34,1188,18.35,294,,,16.67,1931,16.68,2172
18.34,1188,18.35,294,,,16.67,1931,16.68,2172
18.34,1188,18.35,294,,,16.67,1931,16.68,2172
,,,,,,16.67,1931,16.68,2172
,,,,,,16.67,1931,16.68,2172
,,,,,,16.67,1931,16.68,2172
,,,,,,16.67,1931,16.68,2172
,,,,,,16.67,1931,16.68,2172
,,,,,,16.67,1931,16.68,2172
,,,,,,16.67,1931,16.68,2172
,,,,,,16.67,1931,16.68,2172
,,,,,,16.67,1367,16.68,2172
,,,,,,16.67,1367,16.68,2172
,,,,,,16.67,1953,16.68,2172
,,,,,,16.67,1953,16.68,2172
18.34,2,18.35,657,,,16.67,1953,16.68,2172
18.34,908,18.35,321,,,16.67,1953,16.68,2172
18.34,908,18.35,321,,,16.67,1953,16.68,2172
18.34,908,18.35,321,,,16.67,1953,16.68,2172
18.34,908,18.35,321,,,16.67,2357,16.68,2336
18.34,908,18.35,321,,,16.67,2357,16.68,2336
18.34,908,18.35,321,,,16.67,2357,16.68,2336
18.34,908,18.35,321,,,16.67,2357,16.68,2336
18.34,908,18.35,321,,,16.67,2145,16.68,1722
18.34,610,18.35,2,,,16.67,2145,16.68,1722
18.34,610,18.35,2,,,16.67,2145,16.68,1722
18.34,610,18.35,2,,,16.67,2145,16.68,1722
18.34,610,18.35,2,,,16.67,2145,16.68,1722
18.34,610,18.35,2,,,16.67,2145,16.68,1722
18.34,610,18.35,2,,,16.67,2569,16.68,1725
18.35,61,18.36,668,,,16.67,2569,16.68,1725
18.35,299,18.36,684,,,16.67,2569,16.68,1725
18.35,299,18.36,684,,,16.67,2569,16.68,1725
18.35,299,18.36,684,,,16.67,2569,16.68,1712
18.35,299,18.36,684,,,16.67,2569,16.68,1712
18.35,299,18.36,684,,,16.67,2569,16.68,1712
18.35,299,18.36,684,,,16.67,2569,16.68,1712
18.35,544,18.36,396,,,16.67,2569,16.68,1712
18.35,544,18.36,396,,,16.67,2357,16.68,1310
18.35,544,18.36,396,,,16.67,2357,16.68,1310
18.35,544,18.36,396,,,16.67,2357,16.68,1310
18.35,544,18.36,396,,,16.67,2357,16.68,1310
18.34,1007,18.35,98,,,16.67,2357,16.68,1310
18.34,1007,18.35,98,,,16.67,2357,16.68,1310
18.34,1007,18.35,98,,,16.67,2145,16.68,1683
18.34,1007,18.35,98,,,16.67,2145,16.68,1683
18.34,1007,18.35,98,,,16.67,2011,16.68,2333
18.34,368,18.35,464,,,16.67,2011,16.68,2333
18.34,368,18.35,464,,,16.67,2011,16.68,2333
18.34,368,18.35,464,,,16.67,2011,16.68,2333
18.34,368,18.35,464,,,16.67,2011,16.68,2333
18.33,992,18.34,110,,,16.67,2011,16.68,2333
18.33,992,18.34,110,,,16.67,2011,16.68,2333
18.33,992,18.34,110,,,16.67,2011,16.68,2333
18.33,992,18.34,110,,,16.67,2011,16.68,2333
18.33,992,18.34,110,,,16.67,1630,16.68,2333
18.33,992,18.34,110,,,16.67,1630,16.68,2333
18.33,967,18.34,208,,,16.67,1630,16.68,2333
18.33,967,18.34,208,,,16.67,1312,16.68,2133
18.33,967,18.34,208,,,16.67,1312,16.68,2133
18.33,967,18.34,208,,,16.67,1312,16.68,2133
18.33,967,18.34,208,,,16.67,1312,16.68,2133
18.33,1415,18.34,2,,,16.67,1312,16.68,2133
18.33,1415,18.34,2,,,16.67,1578,16.68,2121
18.33,1415,18.34,2,,,16.67,1578,16.68,2121
18.33,1415,18.34,2,,,16.67,1578,16.68,2121
18.33,1415,18.34,2,,,16.67,1578,16.68,2121
18.33,1151,18.34,11,,,16.67,1578,16.68,2121
18.33,1151,18.34,11,,,16.67,1020,16.68,2333
18.33,1151,18.34,11,,,16.67,1020,16.68,2333
18.33,1151,18.34,11,,,16.67,1020,16.68,2333
18.33,1151,18.34,11,,,16.67,1020,16.68,2333
18.33,1151,18.34,11,,,16.67,1020,16.68,2333
18.33,1112,18.34,2,,,16.67,1020,16.68,2333
18.33,1112,18.34,2,,,16.67,1266,16.68,2345
18.33,1112,18.34,2,,,16.67,1266,16.68,2345
18.33,1051,18.34,72,,,16.67,1266,16.68,2345
18.33,1051,18.34,72,,,16.67,909,16.68,2225
18.33,1051,18.34,72,,,16.67,909,16.68,2225
18.33,1051,18.34,72,,,16.67,909,16.68,2225
18.33,1051,18.34,72,,,16.67,909,16.68,2225
18.33,1046,18.34,13,,,16.67,909,16.68,2225
18.33,1046,18.34,13,,,16.67,909,16.68,2225
18.33,1046,18.34,13,,,16.67,909,16.68,2225
18.33,1046,18.34,13,,,16.67,909,16.68,2225
18.33,1100,18.34,272,,,16.67,909,16.68,2225
18.33,1100,18.34,272,,,16.67,24,16.68,2060
18.33,1100,18.34,272,,,16.67,24,16.68,2060
18.33,1100,18.34,272,,,16.67,24,16.68,2060
18.33,1044,18.34,230,,,16.67,24,16.68,2060
18.33,1044,18.34,230,,,16.66,2216,16.67,777
18.33,1044,18.34,230,,,16.66,2216,16.67,777
18.33,1044,18.34,230,,,16.66,2216,16.67,777
18.33,1044,18.34,230,,,16.66,2216,16.67,777
18.33,1044,18.34,230,,,16.66,2216,16.67,777
18.33,1044,18.34,230,,,16.66,2216,16.67,777
18.33,1060,18.34,36,,,16.66,2640,16.67,287
18.33,1060,18.34,36,,,16.66,2640,16.67,287
18.33,1060,18.34,36,,,16.66,2640,16.67,287
18.33,1157,18.34,14,,,16.66,2640,16.67,287
18.33,1157,18.34,14,,,16.66,2640,16.67,287
18.33,1157,18.34,14,,,16.66,2640,16.67,287
18.33,1157,18.34,14,,,16.66,2640,16.67,287
18.33,1157,18.34,14,,,16.67,1313,16.68,2084
18.33,1157,18.34,14,,,16.67,1313,16.68,2084
18.33,1157,18.34,14,,,16.67,1313,16.68,2084
18.33,1157,18.34,14,,,16.67,1313,16.68,2084
18.33,1096,18.34,244,,,16.67,1313,16.68,2084
18.33,1096,18.34,244,,,16.67,1313,16.68,2084
18.33,1096,18.34,244,,,16.67,272,16.68,2223
18.33,1096,18.34,244,,,16.67,1112,16.68,2122
18.33,1164,18.34,127,,,16.67,1112,16.68,2122
18.33,1164,18.34,127,,,16.67,1112,16.68,2122
18.33,1164,18.34,127,,,16.67,1112,16.68,2122
18.33,1164,18.34,127,,,16.67,1601,16.68,2098
18.33,1164,18.34,127,,,16.67,1601,16.68,2098
18.33,1115,18.34,114,,,16.67,1601,16.68,2098
18.33,1115,18.34,114,,,16.67,1601,16.68,2098
18.33,1115,18.34,114,,,16.67,1601,16.68,2098
18.33,1109,18.34,114,,,16.67,1601,16.68,2098
18.33,1109,18.34,114,,,16.67,1601,16.68,2098
18.33,1109,18.34,114,,,16.67,1601,16.68,2098
18.33,1109,18.34,114,,,16.67,1601,16.68,2098
18.33,1109,18.34,114,,,16.67,1601,16.68,2098
18.33,1109,18.34,114,,,16.67,1676,16.68,2098
18.33,1109,18.34,114,,,16.67,1676,16.68,2098
18.33,1109,18.34,114,,,16.67,1676,16.68,2098
18.33,1109,18.34,114,,,16.67,1676,16.68,2098
18.33,1109,18.34,114,,,16.67,1676,16.68,2098
18.33,1109,18.34,114,,,16.67,1767,16.68,2310
18.33,1109,18.34,114,,,16.67,1767,16.68,2310
18.33,1116,18.34,118,,,16.67,1767,16.68,2310
18.33,1116,18.34,118,,,16.67,1767,16.68,2310
18.33,1116,18.34,118,,,16.67,1767,16.68,2310
18.33,1116,18.34,118,,,16.67,1767,16.68,2310
18.33,1116,18.34,118,,,16.67,1825,16.68,1699
18.34,103,18.35,618,,,16.67,1825,16.68,1699
18.34,103,18.35,618,,,16.67,1825,16.68,1699
18.34,103,18.35,618,,,16.67,1825,16.68,1699
18.34,103,18.35,618,,,16.67,2013,16.68,2123
18.34,63,18.35,928,,,16.67,2013,16.68,2123
18.34,63,18.35,928,,,16.67,2013,16.68,2123
18.34,63,18.35,928,,,16.67,941,16.68,2123
18.34,33,18.35,933,,,16.67,941,16.68,2123
18.34,33,18.35,933,,,16.67,941,16.68,2123
18.34,33,18.35,933,,,16.67,941,16.68,2123
18.34,33,18.35,933,,,16.67,1045,16.68,2061
18.34,33,18.35,933,,,16.67,1045,16.68,2061
18.34,33,18.35,933,,,16.67,1045,16.68,2061
18.34,138,18.35,929,,,16.67,1045,16.68,2061
18.34,138,18.35,929,,,16.67,1035,16.68,2061
18.34,138,18.35,929,,,16.67,1035,16.68,2061
18.34,138,18.35,929,,,16.67,1035,16.68,2061
18.34,202,18.35,902,,,16.67,1035,16.68,2061
18.34,202,18.35,902,,,16.67,1035,16.68,2061
18.34,202,18.35,902,,,16.67,1834,16.68,2061
18.34,202,18.35,902,,,16.67,1834,16.68,2061
18.34,202,18.35,902,,,16.67,1834,16.68,2061
18.34,202,18.35,902,,,16.67,1834,16.68,2061
18.34,191,18.35,906,,,16.67,1834,16.68,2061
18.34,191,18.35,906,,,16.67,1834,16.68,2061
18.34,191,18.35,906,,,16.67,1834,16.68,2061
18.34,191,18.35,906,,,16.67,1834,16.68,2061
18.34,191,18.35,906,,,16.67,1834,16.68,2061
18.34,212,18.35,813,,,16.67,1834,16.68,2061
18.34,212,18.35,813,,,16.67,1679,16.68,1763
18.34,212,18.35,813,,,16.67,1679,16.68,1763
18.34,212,18.35,813,,,16.67,1679,16.68,1763
18.34,212,18.35,813,,,16.67,1679,16.68,1763
18.34,212,18.35,813,,,16.67,1679,16.68,1763
18.34,212,18.35,813,,,16.67,1679,16.68,1763
18.35,140,18.36,1126,,,16.67,1679,16.68,1763
18.35,140,18.36,1126,,,16.67,2545,16.68,2501
18.35,140,18.36,1126,,,16.67,2545,16.68,2501
18.35,140,18.36,1126,,,16.67,2545,16.68,2501
18.35,140,18.36,1126,,,16.67,2545,16.68,2501
18.35,140,18.36,1126,,,16.67,2545,16.68,2501
18.34,1414,18.35,568,,,16.67,2545,16.68,2501
18.34,1414,18.35,568,,,16.67,2484,16.68,2872
18.34,1414,18.35,568,,,16.67,2484,16.68,2872
18.34,1414,18.35,568,,,16.67,2484,16.68,2872
18.34,1414,18.35,568,,,16.67,2632,16.68,2571
18.34,1414,18.35,568,,,16.67,2632,16.68,2571
18.34,2017,18.35,289,,,16.67,2632,16.68,2571
18.34,2017,18.35,289,,,16.67,2632,16.68,2571
18.34,2017,18.35,289,,,16.67,2632,16.68,2571
18.34,1941,18.35,678,,,16.67,2632,16.68,2571
18.34,1941,18.35,678,,,16.67,2061,16.68,2391
18.34,1941,18.35,678,,,16.67,2061,16.68,2391
18.34,1941,18.35,678,,,16.67,2061,16.68,2391
18.34,1941,18.35,678,,,16.67,2061,16.68,2391
18.34,906,18.35,694,,,16.67,2061,16.68,2391
18.34,906,18.35,694,,,16.67,2061,16.68,2391
18.34,906,18.35,694,,,16.67,2061,16.68,2391
18.34,906,18.35,694,,,16.67,2223,16.68,2640
18.34,906,18.35,694,,,16.67,2223,16.68,2640
18.34,906,18.35,694,,,16.67,2223,16.68,2640
18.34,906,18.35,694,,,16.67,2223,16.68,2640
18.34,906,18.35,694,,,16.67,2223,16.68,2640
18.34,906,18.35,694,,,16.67,2223,16.68,2640
18.34,906,18.35,694,,,16.67,2870,16.68,2499
18.34,2321,18.35,79,,,16.67,2870,16.68,2499
18.34,2321,18.35,79,,,16.67,2870,16.68,2499
18.34,2321,18.35,79,,,16.67,2870,16.68,2499
18.34,1104,18.35,702,,,16.67,2870,16.68,2499
18.34,1104,18.35,702,,,16.67,2870,16.68,2499
18.34,1104,18.35,702,,,16.67,2069,16.68,2608
18.34,1104,18.35,702,,,16.67,2069,16.68,2608
18.34,1104,18.35,702,,,16.67,2069,16.68,2608
18.34,1104,18.35,702,,,16.67,2665,16.68,2254
18.34,1104,18.35,702,,,16.67,2665,16.68,2254
18.34,1104,18.35,702,,,16.67,2665,16.68,2254
18.34,2233,18.35,214,,,16.67,2665,16.68,2254
18.34,2233,18.35,214,,,16.67,2665,16.68,2254
18.34,2233,18.35,214,,,16.67,2665,16.68,2254
18.34,2333,18.35,233,,,16.67,2665,16.68,2254
18.34,2333,18.35,233,,,16.67,2665,16.68,2254
18.34,2333,18.35,233,,,16.67,2665,16.68,2254
18.34,2333,18.35,233,,,16.67,3095,16.68,2247
18.34,2333,18.35,233,,,16.67,3095,16.68,2247
18.34,2333,18.35,233,,,16.67,3095,16.68,2247
18.34,2333,18.35,233,,,16.67,3095,16.68,2247
18.34,2333,18.35,233,,,16.67,3095,16.68,2247
18.35,182,18.36,1759,,,16.67,3095,16.68,2247
18.35,182,18.36,1759,,,16.67,3323,16.68,2247
18.35,182,18.36,1759,,,16.67,3323,16.68,2247
18.35,182,18.36,1759,,,16.67,3323,16.68,2247
18.35,182,18.36,1759,,,16.67,3323,16.68,2247
18.34,1547,18.35,613,,,16.67,3323,16.68,2247
18.34,1547,18.35,613,,,16.67,3323,16.68,2247
18.34,1547,18.35,613,,,16.67,3323,16.68,2247
18.34,1547,18.35,613,,,16.67,2352,16.68,2263
18.34,1547,18.35,613,,,16.67,2352,16.68,2263
18.34,1547,18.35,613,,,16.67,2352,16.68,2263
18.34,1547,18.35,613,,,16.67,2352,16.68,2263
18.35,128,18.36,1956,,,16.67,2352,16.68,2263
18.35,128,18.36,1956,,,16.67,2352,16.68,2263
18.35,128,18.36,1956,,,16.67,2352,16.68,2263
18.35,128,18.36,1956,,,16.67,2904,16.68,2348
18.35,128,18.36,1956,,,16.67,2904,16.68,2348
18.35,128,18.36,1956,,,16.67,2904,16.68,2348
18.35,128,18.36,1956,,,16.67,2904,16.68,2348
18.34,3035,18.35,61,,,16.67,2904,16.68,2348
18.34,3035,18.35,61,,,16.67,3142,16.68,2298
18.34,3035,18.35,61,,,16.67,3142,16.68,2298
18.34,3035,18.35,61,,,16.67,3142,16.68,2298
18.34,3035,18.35,61,,,16.67,3142,16.68,2298
18.34,3035,18.35,61,,,16.67,3142,16.68,2298
18.34,3035,18.35,61,,,16.67,3142,16.68,2298
18.34,3035,18.35,61,,,16.67,3539,16.68,352
18.35,2130,18.36,246,,,16.67,3539,16.68,352
18.35,2130,18.36,246,,,16.67,3539,16.68,352
18.35,387,18.36,1831,,,16.67,3539,16.68,352
18.35,387,18.36,1831,,,16.67,3182,16.68,2921
18.35,387,18.36,1831,,,16.67,3182,16.68,2921
18.35,387,18.36,1831,,,16.67,3182,16.68,2921
