time,bid1,bid_size1,ask1,ask_size1,bid2,bid_size2,ask2,ask_size2,mid1,mid2,logmid1,logmid2,logbid1,logbid2,logask1,logask2,residuals,forward_pnl,mid1_diff,mid2_diff,imb1,imb2,mid1_diff_bin,mid2_diff_bin,self.__res_bin,imb1_bin,imb2_bin,state,state_later
2021-09-24 09:30:06.094881-04:00,17.44,550,17.45,292,16.25,1364,16.26,731,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.6532066508313539,0.6510739856801909,1,1,3,1,1,311,32111
2021-09-24 09:30:06.550662-04:00,17.44,1254,17.45,25,16.25,1364,16.26,731,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.980453479280688,0.6510739856801909,1,1,3,2,1,321,32212
2021-09-24 09:30:06.550662-04:00,17.44,1254,17.45,25,16.25,1364,16.26,57,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,-0.0011537963746341973,0.0,0.00999999999999801,0.980453479280688,0.9598874032371569,1,2,3,2,2,322,02021
2021-09-24 09:30:10.556949-04:00,17.44,1254,17.45,25,16.26,344,16.27,988,17.445,16.265,2.8590530746387373,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859339648648436,2.7893229212309465,-0.0011326647213460994,0.00028657400969889224,0.005000000000002558,0.0,0.980453479280688,0.25825825825825827,2,1,0,2,0,020,12011
2021-09-24 09:30:31.181807-04:00,17.44,1223,17.46,391,16.26,344,16.27,988,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.7577447335811648,0.25825825825825827,1,1,1,2,0,120,12111
2021-09-24 09:30:31.181807-04:00,17.44,1223,17.46,391,16.26,968,16.27,988,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.7577447335811648,0.4948875255623722,1,1,1,2,1,121,12111
2021-09-24 09:30:31.181807-04:00,17.44,1222,17.46,391,16.26,968,16.27,988,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.7575945443273404,0.4948875255623722,1,1,1,2,1,121,12111
2021-09-24 09:30:36.707034-04:00,17.44,1315,17.46,397,16.26,968,16.27,988,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.768107476635514,0.4948875255623722,1,1,1,2,1,121,12111
2021-09-24 09:30:48.719917-04:00,17.44,1315,17.46,397,16.26,1089,16.27,988,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.768107476635514,0.5243139142994704,1,1,1,2,1,121,12111
2021-09-24 09:30:48.719917-04:00,17.44,1269,17.46,415,16.26,1089,16.27,988,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.753562945368171,0.5243139142994704,1,1,1,2,1,121,12121
2021-09-24 09:30:57.974189-04:00,17.44,1269,17.46,415,16.26,1089,16.27,1804,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0002864919085632245,0.0049999999999954525,0.0,0.753562945368171,0.376425855513308,2,1,1,2,1,121,11111
2021-09-24 09:30:57.974189-04:00,17.45,939,17.46,531,16.26,1089,16.27,1804,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.6387755102040816,0.376425855513308,1,1,1,1,1,111,10111
2021-09-24 09:31:11.327476-04:00,17.45,91,17.46,459,16.26,1089,16.27,1804,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.16545454545454547,0.376425855513308,1,1,1,0,1,101,10000
2021-09-24 09:31:16.505628-04:00,17.45,91,17.46,459,16.26,409,16.27,1804,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0005807304563720805,-0.00999999999999801,-0.00999999999999801,0.16545454545454547,0.18481699051061906,0,0,1,0,0,100,32211
2021-09-24 09:31:24.702714-04:00,17.44,1266,17.45,192,16.25,1314,16.26,272,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.8683127572016461,0.8284993694829761,1,1,3,2,2,322,32211
2021-09-24 09:31:32.527794-04:00,17.44,1024,17.45,192,16.25,1314,16.26,272,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.8421052631578947,0.8284993694829761,1,1,3,2,2,322,32221
2021-09-24 09:31:32.527794-04:00,17.44,1024,17.45,192,16.25,1304,16.26,272,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0005730659182621167,0.00999999999999801,0.0,0.8421052631578947,0.8274111675126904,2,1,3,2,2,322,40212
2021-09-24 09:31:32.527794-04:00,17.45,65,17.46,534,16.25,1304,16.26,272,17.455,16.255000000000003,2.8596261405569994,2.788400553755869,2.859339648648436,2.7880929087757464,2.859912550411456,2.7887081041196646,0.0005941975715502146,-0.0011537963746341973,0.0,0.00999999999999801,0.10851419031719532,0.8274111675126904,1,2,4,0,2,402,10111
2021-09-24 09:31:51.504057-04:00,17.45,65,17.46,534,16.26,1123,16.27,1725,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.10851419031719532,0.394311797752809,1,1,1,0,1,101,12111
2021-09-24 09:31:51.504057-04:00,17.45,1042,17.46,512,16.26,1123,16.27,1725,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.6705276705276705,0.394311797752809,1,1,1,2,1,121,12111
2021-09-24 09:31:58.560194-04:00,17.45,1042,17.46,512,16.26,1190,16.27,1580,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.6705276705276705,0.4296028880866426,1,1,1,2,1,121,11111
2021-09-24 09:32:04.898247-04:00,17.45,872,17.46,448,16.26,688,16.27,993,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.6606060606060606,0.4092801903628792,1,1,1,1,1,111,11011
2021-09-24 09:32:04.898247-04:00,17.45,872,17.46,448,16.26,386,16.27,930,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.6606060606060606,0.2933130699088146,1,1,1,1,0,110,12011
2021-09-24 09:32:14.581358-04:00,17.45,999,17.46,64,16.26,386,16.27,930,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.9397930385700847,0.2933130699088146,1,1,1,2,0,120,12111
2021-09-24 09:32:14.581358-04:00,17.45,999,17.46,64,16.26,792,16.27,965,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.9397930385700847,0.45076835515082525,1,1,1,2,1,121,12111
2021-09-24 09:32:24.594586-04:00,17.45,904,17.46,448,16.26,792,16.27,965,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.6686390532544378,0.45076835515082525,1,1,1,2,1,121,12001
2021-09-24 09:32:24.594586-04:00,17.45,904,17.46,448,16.26,557,16.27,1781,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,-0.0002864919085632245,-0.0049999999999954525,0.0,0.6686390532544378,0.23823781009409753,0,1,1,2,0,120,12011
2021-09-24 09:32:37.611785-04:00,17.44,1281,17.46,606,16.26,557,16.27,1781,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.6788553259141494,0.23823781009409753,1,1,1,2,0,120,12021
2021-09-24 09:32:46.621696-04:00,17.44,1281,17.46,606,16.26,549,16.27,1655,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0002864919085632245,0.0049999999999954525,0.0,0.6788553259141494,0.24909255898366606,2,1,1,2,0,120,10001
2021-09-24 09:32:46.621696-04:00,17.45,110,17.46,534,16.26,549,16.27,1655,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,-0.0002864919085632245,-0.0049999999999954525,0.0,0.17080745341614906,0.24909255898366606,0,1,1,0,0,100,12011
2021-09-24 09:32:46.621696-04:00,17.44,1390,17.46,544,16.26,549,16.27,1655,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.718717683557394,0.24909255898366606,1,1,1,2,0,120,12011
2021-09-24 09:33:05.683731-04:00,17.44,1390,17.46,544,16.26,614,16.27,1651,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.718717683557394,0.2710816777041943,1,1,1,2,0,120,12011
2021-09-24 09:33:05.683731-04:00,17.44,1250,17.46,612,16.26,614,16.27,1651,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0,0.0,0.0,0.6713211600429646,0.2710816777041943,1,1,1,2,0,120,12021
2021-09-24 09:33:45.693629-04:00,17.44,1250,17.46,612,16.26,716,16.27,1651,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0002864919085632245,0.0049999999999954525,0.0,0.6713211600429646,0.3024926066751162,2,1,1,2,0,120,11011
2021-09-24 09:33:45.693629-04:00,17.45,258,17.46,477,16.26,716,16.27,1651,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.3510204081632653,0.3024926066751162,1,1,1,1,0,110,11111
2021-09-24 09:33:57.713679-04:00,17.45,258,17.46,477,16.26,1218,16.27,1442,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.3510204081632653,0.45789473684210524,1,1,1,1,1,111,11111
2021-09-24 09:33:57.713679-04:00,17.45,969,17.46,512,16.26,1218,16.27,1442,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.6542876434841324,0.45789473684210524,1,1,1,1,1,111,11011
2021-09-24 09:34:06.729342-04:00,17.45,969,17.46,512,16.26,650,16.27,1714,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.6542876434841324,0.2749576988155668,1,1,1,1,0,110,10010
2021-09-24 09:34:06.729342-04:00,17.45,5,17.46,730,16.26,650,16.27,1714,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0005768094883329411,0.0,-0.004999999999999005,0.006802721088435374,0.2749576988155668,1,0,1,0,0,100,30101
2021-09-24 09:34:06.729342-04:00,17.45,5,17.46,730,16.26,136,16.26,136,17.455,16.26,2.8596261405569994,2.7887081041196646,2.859339648648436,2.7887081041196646,2.859912550411456,2.7887081041196646,1.7210685248958413e-05,-0.0005730659182621167,-0.00999999999999801,0.0,0.006802721088435374,0.5,0,1,3,0,1,301,11110
2021-09-24 09:34:18.960639-04:00,17.44,430,17.45,329,16.26,136,16.26,136,17.445,16.26,2.8590530746387373,2.7887081041196646,2.8587664184808337,2.7887081041196646,2.859339648648436,2.7887081041196646,-0.0005558552330131583,0.0005769868863012562,0.0,-0.004999999999999005,0.5665349143610013,0.5,1,0,1,1,1,111,31211
2021-09-24 09:34:28.498963-04:00,17.44,430,17.45,329,16.25,776,16.26,373,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.5665349143610013,0.6753698868581375,1,1,3,1,2,312,31211
2021-09-24 09:34:28.498963-04:00,17.44,468,17.45,324,16.25,776,16.26,373,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.5909090909090909,0.6753698868581375,1,1,3,1,2,312,31111
2021-09-24 09:34:28.498963-04:00,17.44,259,17.45,462,16.25,776,16.26,919,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.3592233009708738,0.45781710914454277,1,1,3,1,1,311,31211
2021-09-24 09:34:40.518526-04:00,17.44,259,17.45,462,16.25,1320,16.26,476,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.3592233009708738,0.734966592427617,1,1,3,1,2,312,32211
2021-09-24 09:34:40.518526-04:00,17.44,575,17.45,270,16.25,1320,16.26,476,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.0,0.0,0.0,0.6804733727810651,0.734966592427617,1,1,3,2,2,322,31221
2021-09-24 09:34:55.599755-04:00,17.44,365,17.45,270,16.25,1320,16.26,612,17.445,16.255000000000003,2.8590530746387373,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859339648648436,2.7887081041196646,2.113165328809785e-05,0.00028657400969889224,0.005000000000002558,0.0,0.5748031496062992,0.6832298136645962,2,1,3,1,2,312,32212
2021-09-24 09:34:55.599755-04:00,17.44,1196,17.46,540,16.25,1320,16.26,612,17.450000000000003,16.255000000000003,2.859339648648436,2.788400553755869,2.8587664184808337,2.7880929087757464,2.859912550411456,2.7887081041196646,0.0003077056629869901,-0.0011537963746341973,0.0,0.00999999999999801,0.6889400921658986,0.6832298136645962,1,2,3,2,2,322,12021
2021-09-24 09:35:02.545847-04:00,17.44,1196,17.46,540,16.26,601,16.27,1590,17.450000000000003,16.265,2.859339648648436,2.789015559925315,2.8587664184808337,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0008460907116472072,0.0002864919085632245,0.0049999999999954525,0.0,0.6889400921658986,0.2743039707895938,2,1,1,2,0,120,10011
2021-09-24 09:35:02.545847-04:00,17.45,15,17.46,540,16.26,601,16.27,1590,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.02702702702702703,0.2743039707895938,1,1,1,0,0,100,10011
2021-09-24 09:35:02.545847-04:00,17.45,15,17.46,540,16.26,728,16.27,1590,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.02702702702702703,0.31406384814495253,1,1,1,0,0,100,10011
2021-09-24 09:35:02.545847-04:00,17.45,17,17.46,500,16.26,728,16.27,1590,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.03288201160541586,0.31406384814495253,1,1,1,0,0,100,10011
2021-09-24 09:35:02.545847-04:00,17.45,17,17.46,500,16.26,645,16.27,1526,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.03288201160541586,0.29709811146936893,1,1,1,0,0,100,11011
2021-09-24 09:35:02.545847-04:00,17.45,412,17.46,500,16.26,645,16.27,1526,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.4517543859649123,0.29709811146936893,1,1,1,1,0,110,11111
2021-09-24 09:35:30.582572-04:00,17.45,412,17.46,500,16.26,981,16.27,1526,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.4517543859649123,0.391304347826087,1,1,1,1,1,111,12111
2021-09-24 09:35:42.598435-04:00,17.45,1220,17.46,344,16.26,981,16.27,1526,17.455,16.265,2.8596261405569994,2.789015559925315,2.859339648648436,2.7887081041196646,2.859912550411456,2.7893229212309465,-0.0005595988030839827,0.0,0.0,0.0,0.7800511508951407,0.391304347826087,1,1,1,2,1,121,12111
