Long/Short,Short/Long,Flat
0.6051838397979736,0.5667605400085449,0.5209958553314209
0.7506830096244812,0.7253707647323608,0.6463314294815063
0.8495792150497437,0.8215613961219788,0.7293120622634888
0.8954901695251465,0.871674656867981,0.7887401580810547
0.9237009882926941,0.9004409313201904,0.8263705968856812
0.9495835900306702,0.9233500957489014,0.8523374795913696
0.9730607271194458,0.9440158009529114,0.8753331899642944
0.9940104484558105,0.9614588022232056,0.8970378637313843
1.0132640600204468,0.9775619506835938,0.917399525642395
1.03119957447052,0.9922934174537659,0.9364101886749268
1.0471216440200806,1.0059210062026978,0.9526869058609009
1.061281442642212,1.0172609090805054,0.9666565656661987
1.0743889808654785,1.0273207426071167,0.9790505170822144
1.0820181369781494,1.035805106163025,0.9887192249298096
1.0880286693572998,1.0429145097732544,0.9974081516265869
1.0931419134140015,1.0493024587631226,1.005057454109192
1.097743272781372,1.0553268194198608,1.0119844675064087
1.1023441553115845,1.0613510608673096,1.0189106464385986
1.1069447994232178,1.0673749446868896,1.0258374214172363
1.1115459203720093,1.0733996629714966,1.0327640771865845
1.1161471605300903,1.079423427581787,1.0396907329559326
1.1207480430603027,1.0854480266571045,1.0466172695159912
1.1253491640090942,1.0914716720581055,1.053544282913208
1.1299498081207275,1.0974960327148438,1.0604710578918457
1.1345510482788086,1.1035199165344238,1.0673974752426147
1.1391518115997314,1.109544038772583,1.0743240118026733
1.1437528133392334,1.1155683994293213,1.081250548362732
1.1483534574508667,1.121592402458191,1.0881775617599487
1.1529546976089478,1.1276167631149292,1.0951042175292969
1.1575554609298706,1.1336404085159302,1.102030634880066
1.162156581878662,1.1396647691726685,1.1089571714401245
1.1667577028274536,1.1456890106201172,1.1158840656280518
1.1713588237762451,1.1517140865325928,1.1228104829788208
1.1759597063064575,1.1577377319335938,1.1297372579574585
1.1805601119995117,1.163761019706726,1.1366645097732544
1.1851617097854614,1.1697858572006226,1.1435908079147339
1.189762830734253,1.1758097410202026,1.1505173444747925
1.1943634748458862,1.1818338632583618,1.157443642616272
1.198964238166809,1.1878581047058105,1.1643708944320679
1.2035653591156006,1.193881869316101,1.1712970733642578
1.2081663608551025,1.199906349182129,1.178223729133606
1.2127678394317627,1.2059301137924194,1.1851513385772705
1.2173680067062378,1.211955189704895,1.192077398300171
1.221969485282898,1.2179787158966064,1.1990036964416504
1.2265706062316895,1.224003791809082,1.2059308290481567
1.2311711311340332,1.230027437210083,1.2128571271896362
1.235771656036377,1.2360514402389526,1.2197847366333008
1.2403733730316162,1.2420750856399536,1.226710557937622
1.2449743747711182,1.24809992313385,1.2336375713348389
1.2495747804641724,1.2541242837905884,1.240564227104187
1.2541764974594116,1.2601478099822998,1.2474902868270874
1.2587767839431763,1.2661722898483276,1.2544175386428833
1.2633780241012573,1.2721967697143555,1.2613441944122314
1.2679791450500488,1.2782200574874878,1.2682714462280273
1.2725800275802612,1.2842448949813843,1.2751973867416382
1.2771810293197632,1.2902685403823853,1.2821245193481445
1.2817823886871338,1.2962932586669922,1.2890511751174927
1.2863825559616089,1.3023171424865723,1.2959777116775513
1.29098379611969,1.308341145515442,1.3029049634933472
1.2955843210220337,1.314365029335022,1.309830904006958
1.3001861572265625,1.3203903436660767,1.316757082939148
1.3047871589660645,1.3264130353927612,1.3236838579177856
1.3093875646591187,1.332437515258789,1.330610990524292
