Long/Short,Short/Long,Flat
0.8257647752761841,0.6098343729972839,0.632806658744812
0.9857831001281738,0.764793872833252,0.7664497494697571
1.091124415397644,0.8638083338737488,0.8628963828086853
1.1387004852294922,0.9172385334968567,0.9287983775138855
1.1687824726104736,0.9498451352119446,0.9738118648529053
1.1921947002410889,0.9757075309753418,1.0020081996917725
1.2122483253479004,0.9986215233802795,1.0263032913208008
1.2239595651626587,1.0177565813064575,1.045095443725586
1.2321653366088867,1.034459114074707,1.061188817024231
1.237848162651062,1.0485265254974365,1.0748028755187988
1.242151141166687,1.0603492259979248,1.085195541381836
1.2460867166519165,1.0714677572250366,1.094973087310791
1.2495402097702026,1.081380844116211,1.1040480136871338
1.2478374242782593,1.0884153842926025,1.1083101034164429
1.2459474802017212,1.095340609550476,1.1124308109283447
1.244057536125183,1.10226571559906,1.1165519952774048
1.2421677112579346,1.109189748764038,1.120673418045044
1.2402780055999756,1.116114854812622,1.124794602394104
1.2383882999420166,1.123039722442627,1.1289153099060059
1.236498236656189,1.1299642324447632,1.1330363750457764
1.2346086502075195,1.136889100074768,1.137157678604126
1.2327181100845337,1.143813967704773,1.1412785053253174
1.2308286428451538,1.1507385969161987,1.145399570465088
1.2289384603500366,1.1576632261276245,1.1495208740234375
1.2270491123199463,1.1645879745483398,1.1536420583724976
1.225158929824829,1.1715120077133179,1.1577625274658203
1.223268985748291,1.1784379482269287,1.16188383102417
1.2213793992996216,1.1853622198104858,1.1660044193267822
1.2194894552230835,1.1922874450683594,1.1701258420944214
1.2175999879837036,1.1992111206054688,1.1742467880249023
1.2157100439071655,1.20613694190979,1.1783674955368042
1.2138203382492065,1.2130610942840576,1.182489037513733
1.2119297981262207,1.2199862003326416,1.1866099834442139
1.2100398540496826,1.2269104719161987,1.1907310485839844
1.2081505060195923,1.2338348627090454,1.1948524713516235
1.2062602043151855,1.2407604455947876,1.1989731788635254
1.2043707370758057,1.247685194015503,1.203094244003296
1.2024807929992676,1.2546100616455078,1.2072153091430664
1.2005912065505981,1.2615351676940918,1.211336374282837
1.198701024055481,1.2684588432312012,1.2154574394226074
1.1968110799789429,1.275384783744812,1.219578742980957
1.1949214935302734,1.2823090553283691,1.2236995697021484
1.1930310726165771,1.289233922958374,1.227820873260498
1.1911416053771973,1.2961586713790894,1.2319409847259521
1.1892520189285278,1.3030829429626465,1.2360625267028809
1.187362551689148,1.3100086450576782,1.2401829957962036
1.185471534729004,1.3169326782226562,1.2443044185638428
1.1835827827453613,1.3238577842712402,1.248426079750061
1.181692123413086,1.3307832479476929,1.2525477409362793
1.1798027753829956,1.337707757949829,1.2566678524017334
1.1779128313064575,1.3446316719055176,1.2607896327972412
1.1760225296020508,1.3515560626983643,1.2649099826812744
1.1741328239440918,1.3584809303283691,1.2690316438674927
1.1722431182861328,1.3654063940048218,1.2731516361236572
1.1703529357910156,1.3723301887512207,1.2772732973098755
1.1684629917144775,1.3792561292648315,1.2813938856124878
1.1665735244750977,1.3861805200576782,1.2855148315429688
1.1646835803985596,1.3931052684783936,1.2896361351013184
1.1627936363220215,1.4000307321548462,1.2937572002410889
1.1609041690826416,1.4069547653198242,1.2978782653808594
1.1590133905410767,1.413879632949829,1.3019990921020508
1.157124400138855,1.4208043813705444,1.30612051486969
1.1552350521087646,1.4277297258377075,1.3102415800094604
