Long/Short,Short/Long,Flat
0.8786236047744751,0.7030099630355835,0.758001983165741
1.0331039428710938,0.8516066074371338,0.9067022800445557
1.1132078170776367,0.9490253329277039,1.0277992486953735
1.156552791595459,1.0000020265579224,1.1010119915008545
1.1842767000198364,1.0342999696731567,1.1464242935180664
1.2057197093963623,1.061291217803955,1.1782433986663818
1.2245800495147705,1.0826735496520996,1.1994693279266357
1.225609540939331,1.0929934978485107,1.205756664276123
1.2254329919815063,1.0995333194732666,1.2095108032226562
1.2249641418457031,1.1049118041992188,1.212726354598999
1.224469542503357,1.1090221405029297,1.2152984142303467
1.2243584394454956,1.112377643585205,1.2172610759735107
1.2242472171783447,1.1157329082489014,1.2192234992980957
1.2241359949111938,1.1190884113311768,1.2211861610412598
1.2240248918533325,1.122443437576294,1.2231485843658447
1.223899245262146,1.12578547000885,1.2250802516937256
1.2228978872299194,1.1283750534057617,1.2250096797943115
1.2218966484069824,1.1309643983840942,1.2249391078948975
1.2208949327468872,1.1335543394088745,1.2248680591583252
1.219893455505371,1.1361433267593384,1.2247979640960693
1.218892216682434,1.1387332677841187,1.2247271537780762
1.217890739440918,1.1413226127624512,1.224656581878662
1.2168893814086914,1.143912434577942,1.224586009979248
1.2158876657485962,1.1465023756027222,1.224515438079834
1.2148860692977905,1.1490916013717651,1.2244443893432617
1.2138845920562744,1.151681661605835,1.2243735790252686
1.2128831148147583,1.1542717218399048,1.2243030071258545
1.2118817567825317,1.1568608283996582,1.2242321968078613
1.210880160331726,1.1594514846801758,1.2241613864898682
1.2098788022994995,1.1620405912399292,1.2240915298461914
1.2088769674301147,1.1646300554275513,1.22402024269104
1.2078757286071777,1.1672194004058838,1.223949909210205
1.2068747282028198,1.169809341430664,1.2238788604736328
1.2058725357055664,1.1723992824554443,1.223808765411377
1.2048711776733398,1.174989104270935,1.2237377166748047
1.2038694620132446,1.1775788068771362,1.2236673831939697
1.2028676271438599,1.1801687479019165,1.2235968112945557
1.201866865158081,1.1827573776245117,1.2235257625579834
1.200865387916565,1.185347557067871,1.2234556674957275
1.1998631954193115,1.187937617301941,1.2233846187591553
1.1988619565963745,1.1905264854431152,1.2233140468597412
1.1978603601455688,1.1931167840957642,1.2232434749603271
1.196859359741211,1.1957062482833862,1.223172664642334
1.1958578824996948,1.1982959508895874,1.2231018543243408
1.194855809211731,1.20088529586792,1.2230310440063477
1.1938552856445312,1.2034751176834106,1.2229607105255127
1.1928540468215942,1.2060651779174805,1.2228903770446777
1.1918513774871826,1.2086544036865234,1.2228193283081055
1.190850019454956,1.2112442255020142,1.2227485179901123
1.1898491382598877,1.2138335704803467,1.2226779460906982
1.188847303390503,1.2164241075515747,1.2226073741912842
1.187846064567566,1.2190138101577759,1.2225368022918701
1.186845064163208,1.2216033935546875,1.2224671840667725
1.1858429908752441,1.22419273853302,1.222395658493042
1.1848409175872803,1.2267826795578003,1.222325086593628
1.1838395595550537,1.2293720245361328,1.2222535610198975
1.1828386783599854,1.2319616079330444,1.2221834659576416
1.1818376779556274,1.2345510721206665,1.2221121788024902
1.1808358430862427,1.2371412515640259,1.2220425605773926
1.179833173751831,1.2397305965423584,1.2219717502593994
1.1788330078125,1.2423205375671387,1.2219009399414062
1.1778310537338257,1.2449100017547607,1.221829891204834
1.1768304109573364,1.2474994659423828,1.2217588424682617
