time,bid1,bid_size1,ask1,ask_size1,bid2,bid_size2,ask2,ask_size2,bid3,bid_size3,ask3,ask_size3,bid4,bid_size4,ask4,ask_size4,bid5,bid_size5,ask5,ask_size5,bid6,bid_size6,ask6,ask_size6,bid7,bid_size7,ask7,ask_size7
2021-09-27 09:30:07.701313-04:00,33.91,14.0,33.99,70.0,17.92,180.0,17.93,322.0,16.48,331.0,16.49,1369.0,53.19,65.0,53.3,12.0,16.22,59.0,16.24,293.0,24.41,60.0,24.43,162.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:14.279726-04:00,33.91,14.0,33.99,70.0,17.92,180.0,17.93,322.0,16.47,610.0,16.48,449.0,53.19,65.0,53.3,12.0,16.22,59.0,16.24,293.0,24.41,60.0,24.43,162.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:14.279726-04:00,33.91,14.0,33.99,70.0,17.92,180.0,17.93,322.0,16.47,610.0,16.48,449.0,53.19,65.0,53.3,12.0,16.22,59.0,16.24,293.0,24.41,60.0,24.43,150.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:17.689610-04:00,33.89,37.0,33.99,70.0,17.92,180.0,17.93,322.0,16.47,610.0,16.48,449.0,53.19,65.0,53.3,12.0,16.22,59.0,16.24,293.0,24.41,60.0,24.43,150.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:17.689610-04:00,33.89,37.0,33.99,70.0,17.92,180.0,17.93,322.0,16.47,610.0,16.48,449.0,53.19,65.0,53.28,73.0,16.22,59.0,16.24,293.0,24.41,60.0,24.43,150.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:17.689610-04:00,33.89,37.0,33.99,70.0,17.91,918.0,17.93,321.0,16.47,610.0,16.48,449.0,53.19,65.0,53.28,73.0,16.22,59.0,16.24,293.0,24.41,60.0,24.43,150.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:17.689610-04:00,33.89,37.0,33.99,70.0,17.91,918.0,17.93,321.0,16.47,610.0,16.48,449.0,53.19,65.0,53.28,73.0,16.23,66.0,16.24,1.0,24.41,60.0,24.43,150.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:17.689610-04:00,33.89,37.0,33.99,70.0,17.94,500.0,17.95,246.0,16.49,292.0,16.5,1017.0,53.19,65.0,53.28,73.0,16.23,66.0,16.24,1.0,24.41,60.0,24.43,150.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:17.689610-04:00,33.89,37.0,33.99,70.0,17.94,500.0,17.95,246.0,16.49,292.0,16.5,1017.0,53.19,65.0,53.28,73.0,16.23,66.0,16.24,1.0,24.42,67.0,24.43,2.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:27.762677-04:00,33.97,70.0,34.05,4.0,17.94,500.0,17.95,246.0,16.49,292.0,16.5,1017.0,53.19,65.0,53.28,73.0,16.23,66.0,16.24,1.0,24.42,67.0,24.43,2.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:27.762677-04:00,33.97,70.0,34.05,4.0,17.94,500.0,17.95,246.0,16.49,292.0,16.5,1017.0,53.12,69.0,53.2,65.0,16.23,66.0,16.24,1.0,24.42,67.0,24.43,2.0,68.16,15.0,68.58,2.0
2021-09-27 09:30:27.762677-04:00,33.97,70.0,34.05,4.0,17.94,500.0,17.95,246.0,16.49,292.0,16.5,1017.0,53.12,69.0,53.2,65.0,16.23,66.0,16.24,1.0,24.42,67.0,24.43,2.0,68.07,5.0,68.58,2.0
2021-09-27 09:30:27.762677-04:00,33.97,70.0,34.05,4.0,17.94,500.0,17.95,246.0,16.49,362.0,16.5,1435.0,53.12,69.0,53.2,65.0,16.23,66.0,16.24,1.0,24.42,67.0,24.43,2.0,68.07,5.0,68.58,2.0
2021-09-27 09:30:27.762677-04:00,33.97,70.0,34.05,4.0,17.94,233.0,17.96,412.0,16.49,362.0,16.5,1435.0,53.12,69.0,53.2,65.0,16.23,66.0,16.24,1.0,24.42,67.0,24.43,2.0,68.07,5.0,68.58,2.0
2021-09-27 09:30:27.762677-04:00,33.97,70.0,34.05,4.0,17.94,233.0,17.96,412.0,16.49,362.0,16.5,1435.0,53.11,69.0,53.19,13.0,16.23,66.0,16.24,1.0,24.42,67.0,24.43,2.0,68.07,5.0,68.58,2.0
