time,bid1,bid_size1,ask1,ask_size1,bid2,bid_size2,ask2,ask_size2
2021-09-24 09:30:06.094881-04:00,17.44,550,17.45,292,54.68,90,54.78,72
2021-09-24 09:30:06.550662-04:00,17.44,550,17.45,292,54.68,90,54.78,72
2021-09-24 09:30:06.550662-04:00,17.44,1254,17.45,25,54.64,70,54.77,72
2021-09-24 09:30:06.550662-04:00,17.44,1254,17.45,25,54.64,70,54.77,72
2021-09-24 09:30:10.556949-04:00,17.44,1254,17.45,25,54.64,70,54.77,72
2021-09-24 09:30:10.556949-04:00,17.44,1254,17.45,25,54.64,70,54.77,72
2021-09-24 09:30:10.556949-04:00,17.44,1254,17.45,25,54.67,72,54.76,72
2021-09-24 09:30:31.181807-04:00,17.44,1254,17.45,25,54.67,72,54.76,72
2021-09-24 09:30:31.181807-04:00,17.44,1254,17.45,25,54.67,72,54.76,72
2021-09-24 09:30:31.181807-04:00,17.44,1223,17.46,391,54.67,72,54.76,72
2021-09-24 09:30:31.181807-04:00,17.44,1223,17.46,391,54.67,72,54.76,72
2021-09-24 09:30:31.181807-04:00,17.44,1223,17.46,391,54.67,72,54.76,72
2021-09-24 09:30:31.181807-04:00,17.44,1222,17.46,391,54.67,72,54.76,72
2021-09-24 09:30:31.181807-04:00,17.44,1222,17.46,391,54.67,18,54.76,72
2021-09-24 09:30:36.707034-04:00,17.44,1222,17.46,391,54.67,18,54.76,72
2021-09-24 09:30:36.707034-04:00,17.44,1222,17.46,391,54.67,18,54.76,72
2021-09-24 09:30:36.707034-04:00,17.44,1222,17.46,391,54.67,72,54.75,18
2021-09-24 09:30:36.707034-04:00,17.44,1315,17.46,397,54.67,72,54.75,18
2021-09-24 09:30:48.719917-04:00,17.44,1315,17.46,397,54.67,72,54.75,18
2021-09-24 09:30:48.719917-04:00,17.44,1269,17.46,415,54.67,72,54.75,18
2021-09-24 09:30:48.719917-04:00,17.44,1269,17.46,415,54.67,18,54.76,72
2021-09-24 09:30:57.974189-04:00,17.44,1269,17.46,415,54.67,18,54.76,72
2021-09-24 09:30:57.974189-04:00,17.44,1269,17.46,415,54.67,18,54.76,72
2021-09-24 09:30:57.974189-04:00,17.44,1269,17.46,415,54.67,18,54.76,72
2021-09-24 09:30:57.974189-04:00,17.44,1269,17.46,415,54.67,18,54.76,72
2021-09-24 09:30:57.974189-04:00,17.45,939,17.46,531,54.66,72,54.75,36
2021-09-24 09:31:11.327476-04:00,17.45,939,17.46,531,54.66,72,54.75,36
2021-09-24 09:31:11.327476-04:00,17.45,939,17.46,531,54.66,72,54.76,72
2021-09-24 09:31:11.327476-04:00,17.45,939,17.46,531,54.66,72,54.76,72
2021-09-24 09:31:11.327476-04:00,17.45,939,17.46,531,54.66,72,54.76,72
2021-09-24 09:31:11.327476-04:00,17.45,91,17.46,459,54.66,72,54.76,72
2021-09-24 09:31:16.505628-04:00,17.45,91,17.46,459,54.66,72,54.76,72
2021-09-24 09:31:16.505628-04:00,17.45,91,17.46,459,54.66,72,54.76,72
2021-09-24 09:31:16.505628-04:00,17.45,91,17.46,459,54.67,90,54.77,36
2021-09-24 09:31:16.505628-04:00,17.45,91,17.46,459,54.67,90,54.77,36
2021-09-24 09:31:24.702714-04:00,17.44,1266,17.45,192,54.67,90,54.77,36
2021-09-24 09:31:24.702714-04:00,17.44,1266,17.45,192,54.67,90,54.77,36
2021-09-24 09:31:24.702714-04:00,17.44,1266,17.45,192,54.67,90,54.77,72
2021-09-24 09:31:32.527794-04:00,17.44,1266,17.45,192,54.67,90,54.77,72
2021-09-24 09:31:32.527794-04:00,17.44,1266,17.45,192,54.67,90,54.77,72
2021-09-24 09:31:32.527794-04:00,17.44,1024,17.45,192,54.67,90,54.77,72
2021-09-24 09:31:32.527794-04:00,17.44,1024,17.45,192,54.67,90,54.77,72
2021-09-24 09:31:32.527794-04:00,17.44,1024,17.45,192,54.67,90,54.77,72
2021-09-24 09:31:32.527794-04:00,17.44,1024,17.45,192,54.67,90,54.77,72
2021-09-24 09:31:32.527794-04:00,17.44,1024,17.45,192,54.66,54,54.75,36
2021-09-24 09:31:32.527794-04:00,17.45,65,17.46,534,54.66,54,54.75,36
2021-09-24 09:31:51.504057-04:00,17.45,65,17.46,534,54.66,54,54.75,36
2021-09-24 09:31:51.504057-04:00,17.45,65,17.46,534,54.66,54,54.75,36
2021-09-24 09:31:51.504057-04:00,17.45,65,17.46,534,54.66,54,54.75,36
2021-09-24 09:31:51.504057-04:00,17.45,1042,17.46,512,54.66,54,54.75,36
2021-09-24 09:31:51.504057-04:00,17.45,1042,17.46,512,54.66,54,54.75,36
2021-09-24 09:31:51.504057-04:00,17.45,1042,17.46,512,54.65,36,54.74,72
2021-09-24 09:31:51.504057-04:00,17.45,1042,17.46,512,54.65,36,54.74,72
2021-09-24 09:31:58.560194-04:00,17.45,1042,17.46,512,54.65,36,54.74,72
2021-09-24 09:31:58.560194-04:00,17.45,1042,17.46,512,54.65,36,54.74,72
2021-09-24 09:32:04.898247-04:00,17.45,1042,17.46,512,54.65,90,54.75,90
